20220408,30.799,12882 0.33,19915 7.66,2874 4.41,680 1.62,541 1.87,358 1.72,174 1.15,137 1.18,234 3.14,103 2.73,45 2.37,10 0.94,9 1.15,3 0.50,20 69.16
20220401,31.399,12882 0.34,19932 7.66,2853 4.37,681 1.62,537 1.86,368 1.77,169 1.12,131 1.13,233 3.14,101 2.65,44 2.24,12 1.15,6 0.78,5 0.80,21 69.31
20220325,32.5,12861 0.34,19943 7.68,2873 4.40,660 1.57,549 1.89,366 1.75,166 1.10,129 1.12,225 3.03,105 2.75,43 2.22,12 1.07,7 0.92,5 0.86,21 69.22
20220318,,12833 0.34,20359 7.84,2946 4.50,690 1.64,549 1.90,379 1.81,176 1.17,139 1.20,229 3.09,108 2.84,43 2.28,14 1.29,7 0.91,4 0.66,17 68.46
20220311,30.25,12788 0.34,20735 7.98,2997 4.59,701 1.66,558 1.93,383 1.82,181 1.20,142 1.23,231 3.10,109 2.86,48 2.49,11 1.04,7 0.90,2 0.32,17 68.46
20220304,30.600,12742 0.34,20981 8.06,2989 4.58,697 1.66,560 1.93,372 1.78,177 1.17,141 1.22,236 3.15,106 2.77,47 2.45,11 1.03,4 0.51,2 0.34,19 68.95
20220225,30.5,12715 0.34,20790 7.98,2968 4.55,695 1.65,553 1.91,375 1.79,174 1.15,138 1.19,236 3.18,106 2.78,48 2.45,9 0.84,4 0.51,4 0.68,19 68.93
20220218,32.900,12645 0.34,20433 7.86,2951 4.53,672 1.60,550 1.90,367 1.75,166 1.10,132 1.14,236 3.17,98 2.58,50 2.55,11 1.05,8 1.00,1 0.16,20 69.19
20220211,31.350,12640 0.34,20616 7.91,2958 4.53,670 1.60,549 1.90,368 1.76,169 1.12,132 1.14,241 3.26,96 2.52,47 2.34,11 1.01,7 0.89,1 0.16,21 69.45
20220128,,12657 0.34,20813 8.01,2992 4.59,681 1.62,566 1.96,372 1.77,183 1.21,132 1.14,241 3.26,105 2.80,44 2.22,11 1.00,5 0.61,2 0.35,19 69.04
20220122,,12650 0.34,20935 8.03,3013 4.62,675 1.61,572 1.98,373 1.78,183 1.21,128 1.10,234 3.15,108 2.85,44 2.30,9 0.81,6 0.73,2 0.35,19 69.05
20220114,
20220107,31.350,12710 0.34,21122 8.08,3014 4.64,697 1.67,559 1.94,372 1.78,174 1.15,132 1.14,230 3.11,105 2.71,47 2.43,8 0.72,6 0.74,2 0.35,19 69.13
20211230,33.549,12710 0.34,21124 8.08,2980 4.58,680 1.63,550 1.91,375 1.80,174 1.15,135 1.16,226 3.09,98 2.54,44 2.30,9 0.83,6 0.73,4 0.68,18 69.09
20211224,33.400,12722 0.34,21241 8.20,3041 4.67,687 1.65,546 1.89,383 1.84,182 1.21,128 1.11,226 3.10,95 2.44,40 2.05,13 1.25,4 0.49,4 0.68,18 69.02
20211217,32.650,12750 0.34,21782 8.36,3091 4.75,694 1.67,551 1.91,374 1.80,185 1.22,132 1.14,225 3.05,97 2.53,39 2.03,10 0.92,5 0.63,4 0.67,18 68.90
20211210,33.799,12729 0.35,21154 8.19,3025 4.63,699 1.68,542 1.87,376 1.81,172 1.14,138 1.19,220 2.96,102 2.70,43 2.24,10 0.91,6 0.73,5 0.86,17 68.67
20211203,29.350,12676 0.35,21103 8.28,3120 4.76,765 1.84,563 1.95,382 1.84,177 1.17,142 1.23,233 3.11,108 2.78,45 2.36,7 0.63,5 0.62,5 0.85,15 68.16
20211126,28.299,12689 0.35,21383 8.34,3125 4.76,766 1.83,569 1.97,381 1.84,175 1.16,145 1.25,231 3.10,104 2.70,45 2.37,8 0.76,4 0.49,5 0.88,15 68.12
