20220318,5008 0.35,3574 3.57,667 2.29,280 1.66,135 1.19,145 1.74,58 0.99,50 1.11,102 3.44,78 5.02,36 5.07,15 3.44,15 5.18,6 2.68,32 62.19
20220311,4971 0.34,3149 3.14,649 2.21,259 1.51,134 1.17,149 1.77,70 1.20,44 0.96,127 4.29,74 4.81,34 4.86,15 3.53,13 4.57,7 3.09,32 62.46
20220304,4970 0.34,3180 3.15,657 2.23,262 1.52,137 1.21,150 1.78,73 1.26,46 1.02,118 4.03,75 4.86,35 4.94,15 3.52,13 4.57,7 3.08,32 62.41
20220225,4972 0.34,3120 3.09,629 2.12,258 1.50,137 1.21,154 1.83,67 1.15,49 1.08,117 3.99,76 4.96,36 5.07,15 3.52,13 4.57,7 3.10,32 62.39
20220218,4983 0.34,3125 3.10,621 2.09,268 1.57,132 1.16,145 1.72,70 1.20,48 1.06,114 3.95,74 4.77,38 5.36,15 3.51,13 4.57,7 3.18,32 62.35
20220211,4968 0.34,3178 3.16,624 2.09,269 1.57,137 1.20,147 1.74,70 1.20,44 0.97,117 3.97,73 4.72,38 5.30,15 3.50,13 4.57,5 2.21,34 63.36
20220128,4969 0.34,3173 3.15,627 2.11,269 1.57,133 1.17,150 1.78,67 1.14,44 0.96,118 4.02,71 4.59,38 5.25,16 3.70,13 4.57,5 2.21,34 63.34
20220122,4976 0.34,3252 3.24,634 2.13,273 1.60,132 1.16,147 1.74,66 1.13,50 1.10,115 3.92,72 4.72,38 5.33,15 3.50,13 4.54,5 2.19,34 63.29
20220114,4961 0.34,3085 3.09,621 2.09,274 1.60,131 1.15,155 1.84,74 1.26,46 1.02,112 3.84,75 4.91,37 5.23,15 3.52,13 4.54,5 2.19,34 63.31
20220107,4955 0.34,2986 2.99,600 2.00,268 1.56,123 1.08,148 1.74,74 1.26,45 1.00,108 3.75,74 4.78,39 5.39,16 3.76,13 4.55,4 1.76,35 63.96
20211230,4953 0.34,3008 3.02,604 2.02,271 1.59,125 1.10,147 1.73,75 1.27,43 0.95,106 3.65,76 4.93,37 5.12,18 4.27,12 4.22,4 1.76,35 63.95
20211224,4954 0.34,3021 3.03,600 2.01,267 1.56,126 1.11,143 1.67,78 1.33,42 0.93,106 3.66,78 5.08,36 5.01,18 4.26,12 4.22,4 1.76,35 63.95
20211217,4956 0.34,3024 3.03,605 2.02,266 1.55,132 1.17,145 1.71,74 1.26,43 0.95,105 3.61,80 5.15,36 5.05,18 4.22,12 4.22,4 1.76,35 63.88
20211210,4961 0.34,3033 3.04,612 2.05,267 1.56,130 1.15,144 1.69,76 1.30,44 0.97,105 3.65,78 5.07,37 5.23,17 4.02,12 4.22,5 2.25,34 63.38
20211203,4965 0.34,3051 3.06,608 2.03,267 1.56,122 1.08,145 1.69,74 1.26,45 0.99,108 3.76,77 5.00,39 5.49,16 3.81,12 4.22,5 2.25,34 63.37
20211126,4976 0.34,3056 3.06,616 2.06,267 1.56,125 1.11,147 1.72,70 1.18,45 0.99,111 3.85,80 5.18,37 5.25,16 3.81,12 4.22,5 2.25,34 63.34
20211119,4977 0.34,3065 3.07,617 2.06,271 1.58,118 1.04,150 1.76,69 1.17,47 1.05,111 3.83,82 5.34,36 5.11,16 3.82,12 4.22,5 2.25,34 63.29
20211112,4974 0.34,3069 3.06,620 2.07,274 1.60,119 1.05,154 1.81,67 1.14,45 0.99,110 3.78,84 5.51,35 4.93,16 3.83,12 4.22,5 2.25,34 63.34
20211105,4981 0.35,3069 3.06,611 2.03,275 1.61,121 1.06,154 1.80,67 1.14,44 0.96,110 3.76,84 5.49,36 5.02,16 3.83,12 4.22,5 2.25,34 63.35
20211029,4980 0.35,3070 3.06,618 2.05,272 1.58,120 1.05,154 1.81,66 1.13,46 1.01,113 3.90,81 5.34,36 5.01,16 3.82,12 4.22,5 2.25,34 63.34
20211022,4975 0.34,3075 3.07,618 2.05,277 1.61,116 1.02,159 1.87,63 1.07,49 1.07,113 3.86,81 5.35,36 4.99,16 3.82,12 4.22,5 2.25,34 63.34
20211015,4983 0.34,3082 3.08,622 2.07,274 1.59,116 1.01,162 1.91,61 1.04,45 0.99,116 4.00,80 5.29,36 5.02,16 3.82,12 4.22,5 2.25,34 63.30
