20220318,15645 0.24,1635 1.34,149 0.50,61 0.33,21 0.18,17 0.18,8 0.12,5 0.10,21 0.68,14 0.83,14 1.90,4 0.84,2 0.67,5 2.20,54 89.82
20220311,15639 0.25,1697 1.40,145 0.49,62 0.34,24 0.20,19 0.20,7 0.11,7 0.14,18 0.57,14 0.81,15 1.98,4 0.84,2 0.67,5 2.20,54 89.74
20220304,15607 0.25,1755 1.46,145 0.49,67 0.37,25 0.21,18 0.20,9 0.14,5 0.10,19 0.58,15 0.87,15 2.01,4 0.84,2 0.67,5 2.20,54 89.55
20220225,15586 0.25,1740 1.46,143 0.48,65 0.36,23 0.20,18 0.20,9 0.13,7 0.14,21 0.68,13 0.78,15 2.01,4 0.84,2 0.67,5 2.20,54 89.52
20220218,15583 0.25,1819 1.51,156 0.52,68 0.38,22 0.19,18 0.20,9 0.14,7 0.14,21 0.67,13 0.78,15 2.01,4 0.84,2 0.67,5 2.20,54 89.44
20220211,15591 0.25,1917 1.58,167 0.56,65 0.36,24 0.20,22 0.24,10 0.15,7 0.14,22 0.70,12 0.72,15 1.98,4 0.84,2 0.67,5 2.20,54 89.33
20220128,15602 0.25,1997 1.63,172 0.58,66 0.37,20 0.17,25 0.27,10 0.16,7 0.15,22 0.72,13 0.79,14 1.87,4 0.84,2 0.67,5 2.20,54 89.27
20220122,15600 0.25,1969 1.61,172 0.58,65 0.36,24 0.20,23 0.25,11 0.16,6 0.13,25 0.81,13 0.78,14 1.87,4 0.84,2 0.67,5 2.20,54 89.21
20220114,15629 0.25,2014 1.66,177 0.60,63 0.35,24 0.20,24 0.26,11 0.16,6 0.13,25 0.81,13 0.80,14 1.89,4 0.84,2 0.67,5 2.20,54 89.11
20220107,15634 0.25,2082 1.71,182 0.62,65 0.36,27 0.23,24 0.26,12 0.18,6 0.13,25 0.81,13 0.79,14 1.89,4 0.84,2 0.67,5 2.20,54 88.98
20211230,15662 0.25,2128 1.76,187 0.64,65 0.36,26 0.22,22 0.23,14 0.21,6 0.13,24 0.76,15 0.89,14 1.86,4 0.84,2 0.67,5 2.19,55 88.92
20211224,15673 0.25,2156 1.78,194 0.66,65 0.36,27 0.23,24 0.25,14 0.21,6 0.13,24 0.75,15 0.89,14 1.86,4 0.84,2 0.67,5 2.19,55 88.86
