20220325,44.900,145 0.02,936 2.66,139 1.72,57 1.13,41 1.18,43 1.63,21 1.12,13 0.93,17 1.77,12 2.66,2 0.82,1 0.84,1 1.06,0 0.00,6 82.39
20220318,40.799,139 0.02,901 2.58,124 1.51,59 1.17,38 1.09,45 1.70,18 0.99,13 0.93,19 1.96,12 2.59,3 1.14,1 0.82,1 1.06,0 0.00,6 82.39
20220311,,138 0.02,914 2.63,123 1.50,59 1.17,39 1.12,44 1.65,19 1.05,14 1.00,15 1.45,14 2.93,3 1.14,1 0.83,1 1.06,0 0.00,6 82.39
20220304,40.299,139 0.02,909 2.60,125 1.52,61 1.20,39 1.12,43 1.61,18 0.98,15 1.07,15 1.46,14 2.93,3 1.14,1 0.83,1 1.06,0 0.00,6 82.39
20220225,40.200,139 0.02,912 2.61,125 1.52,61 1.20,40 1.15,44 1.65,16 0.88,16 1.14,16 1.58,13 2.78,3 1.14,1 0.83,1 1.06,0 0.00,6 82.39
20220218,40.25,137 0.02,907 2.57,123 1.50,61 1.21,37 1.07,46 1.73,16 0.88,14 1.01,16 1.60,12 2.60,4 1.48,1 0.82,1 1.06,0 0.00,6 82.39
20220211,40.049,137 0.02,896 2.53,123 1.49,62 1.22,38 1.10,44 1.67,17 0.93,14 1.01,15 1.47,13 2.81,2 0.76,2 1.48,1 1.06,0 0.00,6 82.39
20220128,,138 0.02,887 2.51,121 1.47,57 1.11,40 1.14,45 1.70,15 0.83,14 1.01,16 1.65,12 2.59,2 0.76,2 1.71,1 1.06,0 0.00,6 82.39
20220122,,140 0.02,863 2.42,122 1.48,56 1.11,39 1.12,41 1.55,16 0.88,16 1.15,15 1.61,11 2.37,3 1.08,1 0.81,2 1.95,0 0.00,6 82.39
20220114,40.799,141 0.02,861 2.43,122 1.49,54 1.07,38 1.09,41 1.55,15 0.82,16 1.15,16 1.69,11 2.37,3 1.10,1 0.81,2 1.95,0 0.00,6 82.39
20220107,40.549,140 0.02,863 2.43,120 1.46,56 1.11,37 1.06,40 1.51,16 0.88,14 1.01,17 1.76,11 2.38,3 1.17,1 0.81,2 1.95,0 0.00,6 82.39
20211230,40.900,139 0.02,855 2.40,120 1.47,57 1.11,37 1.06,41 1.54,15 0.82,15 1.07,16 1.66,11 2.38,3 1.25,1 0.81,2 1.95,0 0.00,6 82.39
20211224,40.650,140 0.02,843 2.37,121 1.49,53 1.04,36 1.03,42 1.58,15 0.81,16 1.15,15 1.59,11 2.39,3 1.32,1 0.81,2 1.95,0 0.00,6 82.39
20211217,40.849,139 0.02,842 2.36,119 1.47,54 1.06,37 1.06,41 1.55,15 0.81,15 1.06,15 1.61,11 2.38,2 0.76,2 1.45,2 1.95,0 0.00,6 82.39
20211210,41.200,140 0.02,835 2.34,115 1.42,56 1.10,36 1.03,41 1.55,14 0.76,16 1.15,15 1.56,11 2.39,2 0.76,2 1.53,2 1.95,0 0.00,6 82.39
20211203,41.650,138 0.02,821 2.31,112 1.39,56 1.10,36 1.03,40 1.52,15 0.81,16 1.15,14 1.49,11 2.40,4 1.75,2 1.60,1 1.00,0 0.00,6 82.39
20211126,41.400,136 0.02,824 2.30,115 1.42,57 1.12,36 1.03,40 1.53,14 0.76,16 1.15,14 1.46,11 2.41,4 1.75,2 1.60,1 1.00,0 0.00,6 82.39
20211119,41.700,135 0.02,812 2.26,112 1.38,56 1.10,36 1.03,40 1.52,14 0.76,16 1.14,14 1.48,11 2.41,4 1.84,2 1.60,1 1.00,0 0.00,6 82.39
20211112,40.5,129 0.02,821 2.30,113 1.39,55 1.08,37 1.06,39 1.47,14 0.76,17 1.21,14 1.45,11 2.43,4 1.84,2 1.60,1 0.94,0 0.00,6 82.39
20211105,40.75,130 0.02,798 2.26,110 1.35,56 1.10,33 0.94,42 1.58,19 1.03,15 1.08,13 1.36,11 2.43,3 1.24,3 2.22,1 0.93,1 1.43,6 80.95
20211029,40.900,130 0.02,792 2.25,106 1.29,53 1.04,33 0.95,42 1.59,16 0.88,15 1.08,16 1.69,11 2.44,3 1.23,4 3.09,0 0.00,1 1.43,6 80.95
20211022,40.950,130 0.02,775 2.19,108 1.31,53 1.03,33 0.95,41 1.54,16 0.88,16 1.15,15 1.65,11 2.44,3 1.23,4 3.16,0 0.00,1 1.43,6 80.95
20211015,41.25,129 0.02,765 2.16,107 1.30,51 1.00,33 0.95,41 1.53,17 0.93,15 1.08,16 1.72,11 2.38,3 1.23,4 3.25,0 0.00,1 1.43,6 80.95
20211008,41.400,127 0.02,765 2.16,107 1.30,52 1.02,31 0.89,42 1.57,18 0.99,14 1.00,16 1.73,11 2.38,3 1.23,4 3.25,0 0.00,1 1.43,6 80.95
20211001,40.599,124 0.02,748 2.11,109 1.34,50 0.99,33 0.95,40 1.49,17 0.93,16 1.14,13 1.42,12 2.59,5 2.13,3 2.46,0 0.00,1 1.43,6 80.95
20210924,43.799,124 0.02,708 2.01,110 1.36,51 1.00,32 0.92,39 1.45,16 0.88,15 1.08,17 1.84,11 2.42,5 2.13,3 2.46,0 0.00,1 1.43,6 80.95
20210917,44.599,125 0.02,705 2.00,112 1.38,51 1.00,31 0.89,40 1.48,16 0.88,17 1.21,15 1.67,11 2.44,5 2.13,3 2.46,0 0.00,1 1.43,6 80.95
20210911,,125 0.02,714 2.03,113 1.39,50 0.98,31 0.89,41 1.52,16 0.88,15 1.08,16 1.73,11 2.45,5 2.13,3 2.46,0 0.00,1 1.43,6 80.95
20210903,45.200,126 0.02,743 2.13,115 1.43,50 0.97,32 0.91,41 1.53,17 0.93,16 1.15,14 1.53,11 2.45,5 2.05,3 2.46,0 0.00,1 1.43,6 80.95
20210827,42.549,125 0.02,749 2.14,115 1.43,49 0.95,33 0.95,41 1.54,17 0.94,14 1.01,15 1.64,11 2.45,7 2.92,2 1.56,0 0.00,1 1.43,6 80.95
20210820,41.299,124 0.02,739 2.11,113 1.40,52 1.00,33 0.94,40 1.50,16 0.88,14 1.01,16 1.73,11 2.45,7 2.94,2 1.56,0 0.00,1 1.43,6 80.95
20210813,43.099,124 0.02,721 2.03,111 1.36,47 0.91,35 0.99,44 1.66,16 0.88,15 1.09,13 1.43,15 3.38,5 2.27,2 1.55,0 0.00,1 1.43,6 80.95
20210806,,126 0.02,728 2.03,114 1.40,47 0.91,36 1.02,45 1.70,14 0.78,16 1.16,13 1.49,14 3.22,5 2.27,2 1.56,0 0.00,1 1.43,6 80.95
20210730,46.900,125 0.02,734 2.06,118 1.44,48 0.93,36 1.02,47 1.78,12 0.67,16 1.15,13 1.43,14 3.19,5 2.30,2 1.56,0 0.00,1 1.43,6 80.95
20210723,46.150,125 0.02,742 2.11,120 1.47,45 0.88,37 1.05,45 1.68,13 0.72,16 1.14,14 1.52,14 3.08,5 2.30,2 1.57,0 0.00,1 1.43,6 80.95
20210716,47.099,126 0.02,757 2.14,117 1.44,47 0.92,38 1.09,46 1.72,14 0.78,16 1.15,14 1.57,13 2.86,5 2.30,2 1.57,0 0.00,1 1.43,6 80.95
20210709,,121 0.02,813 2.28,117 1.43,48 0.95,34 0.97,52 1.95,15 0.84,13 0.94,16 1.75,11 2.55,5 2.30,2 1.57,0 0.00,1 1.43,6 80.95
20210702,46.25,112 0.01,761 2.15,116 1.43,48 0.94,35 0.99,50 1.87,14 0.77,15 1.08,18 1.94,10 2.22,4 1.84,3 2.30,0 0.00,1 1.43,6 80.95
20210625,46.849,112 0.01,732 2.08,111 1.38,50 0.99,37 1.04,50 1.88,12 0.66,16 1.14,17 1.82,9 2.05,5 2.20,3 2.30,0 0.00,1 1.43,6 80.95
20210618,47.299,112 0.01,747 2.12,111 1.38,50 0.98,35 0.98,51 1.92,13 0.71,15 1.07,17 1.81,9 2.05,5 2.22,3 2.29,0 0.00,1 1.43,6 80.95
20210611,47.5,111 0.01,758 2.16,115 1.44,51 1.01,33 0.93,51 1.91,13 0.72,14 1.01,17 1.81,9 2.05,5 2.22,3 2.27,0 0.00,1 1.43,6 80.95
20210604,45.599,111 0.01,751 2.12,113 1.41,53 1.06,33 0.93,51 1.92,14 0.77,15 1.08,16 1.71,9 2.05,5 2.22,3 2.27,0 0.00,1 1.43,6 80.95
20210528,44.900,109 0.01,752 2.13,112 1.40,52 1.04,33 0.94,49 1.85,12 0.66,16 1.14,17 1.80,11 2.47,4 1.86,3 2.27,0 0.00,1 1.43,6 80.95
20210521,44.549,109 0.01,749 2.12,115 1.44,51 1.02,34 0.96,49 1.85,13 0.71,16 1.14,17 1.80,9 2.05,5 2.22,3 2.21,0 0.00,1 1.43,6 80.95
20210514,44.450,108 0.01,757 2.17,114 1.43,52 1.03,34 0.97,50 1.90,13 0.71,13 0.94,18 1.88,10 2.23,6 2.71,2 1.56,0 0.00,1 1.43,6 80.95
20210507,47.700,108 0.01,774 2.21,117 1.45,52 1.04,33 0.93,50 1.89,13 0.71,14 1.01,18 1.90,10 2.23,6 2.61,2 1.55,0 0.00,1 1.43,6 80.95
20210429,48.349,108 0.01,801 2.27,121 1.49,50 1.01,30 0.84,53 1.98,16 0.89,14 1.00,15 1.55,11 2.41,6 2.54,2 1.55,0 0.00,1 1.43,6 80.95
20210423,47.299,105 0.01,793 2.22,128 1.58,52 1.05,32 0.90,52 1.96,14 0.77,15 1.06,15 1.54,11 2.40,6 2.51,2 1.55,0 0.00,1 1.43,6 80.95
20210416,47.700,109 0.01,802 2.26,130 1.59,49 0.99,36 1.02,52 1.97,16 0.89,15 1.07,15 1.56,11 2.52,5 2.20,2 1.47,0 0.00,1 1.43,6 80.95
20210409,47.25,106 0.01,818 2.29,130 1.58,52 1.04,36 1.02,53 2.00,19 1.04,16 1.15,14 1.51,10 2.27,5 2.20,2 1.43,0 0.00,1 1.43,6 80.95
20210401,,105 0.01,853 2.38,127 1.57,50 1.01,39 1.11,52 1.97,19 1.02,16 1.16,14 1.48,10 2.27,6 2.82,1 0.76,0 0.00,1 1.43,6 80.95
