20220325,97.800,2249 0.43,7669 17.75,608 6.36,166 2.82,93 2.26,80 2.68,38 1.82,23 1.39,45 4.04,19 3.53,11 3.84,6 4.02,2 1.72,1 1.19,11 46.07
20220318,99.900,2219 0.43,7453 17.23,596 6.23,164 2.80,85 2.06,80 2.68,40 1.89,24 1.44,39 3.58,24 4.31,10 3.58,5 3.37,2 1.73,2 2.50,11 46.08
20220311,,2227 0.43,7646 17.65,588 6.11,165 2.80,82 1.98,87 2.95,38 1.82,27 1.64,38 3.40,23 4.17,9 3.21,5 3.39,2 1.75,2 2.51,11 46.11
20220304,,2142 0.41,7242 16.51,587 6.13,146 2.51,87 2.11,78 2.62,40 1.93,22 1.30,44 4.19,23 4.19,10 3.58,6 4.02,2 1.79,2 2.51,11 46.12
20220225,,2080 0.40,6889 15.93,549 5.81,145 2.50,87 2.10,70 2.33,35 1.70,21 1.22,42 3.85,21 4.04,10 3.69,7 4.73,3 2.87,2 2.57,11 46.26, -52,000
20220218,,2006 0.39,6153 14.68,560 5.98,155 2.69,82 2.01,68 2.30,41 1.97,23 1.37,39 3.74,20 3.94,12 4.50,7 4.81,2 2.06,1 1.32,12 48.18, -1,000
20220211,91.800,2075 0.43,6500 15.78,574 6.10,159 2.75,79 1.94,70 2.33,41 1.92,16 0.95,42 3.94,19 3.75,6 2.14,6 3.98,2 1.76,3 3.59,12 48.58
20220128,,2122 0.44,6658 16.12,588 6.24,168 2.91,83 2.03,70 2.34,40 1.88,19 1.14,39 3.62,14 2.51,7 2.37,6 4.08,3 3.07,1 1.14,13 50.05
20220122,,2151 0.44,6915 16.74,599 6.34,173 2.99,92 2.25,65 2.18,42 1.97,16 0.96,40 3.66,14 2.57,8 2.89,5 3.50,1 1.02,2 2.28,13 50.14
20220114,81.300,2140 0.44,7014 16.97,590 6.25,171 2.96,92 2.25,62 2.07,42 1.98,21 1.26,39 3.55,14 2.65,7 2.47,5 3.51,1 1.04,2 2.36,13 50.18
20220107,84.199,2160 0.44,6973 16.77,583 6.20,167 2.90,88 2.13,64 2.17,42 1.97,18 1.06,41 3.64,13 2.41,9 3.18,5 3.51,1 1.04,2 2.36,13 50.18
20211230,85.699,2153 0.44,6995 16.79,581 6.15,167 2.92,83 2.01,63 2.10,42 1.96,19 1.12,41 3.69,14 2.63,7 2.36,6 4.18,1 1.04,2 2.36,13 50.18
20211224,,2147 0.44,7036 16.90,572 6.07,168 2.94,84 2.05,62 2.07,44 2.05,17 1.01,41 3.65,14 2.62,7 2.36,6 4.17,1 1.04,2 2.38,13 50.18
20211217,84.800,2146 0.44,7052 16.96,568 6.02,172 3.00,83 2.02,62 2.09,43 2.01,20 1.20,39 3.56,14 2.73,6 2.10,6 4.18,1 1.04,2 2.39,13 50.18
20211210,85.800,2156 0.44,7079 17.02,565 6.00,162 2.82,87 2.12,67 2.25,44 2.08,19 1.12,36 3.28,15 2.88,6 2.07,6 4.21,1 1.04,1 1.08,14 51.52
20211203,83.900,2168 0.44,7002 16.79,572 6.06,158 2.73,88 2.15,62 2.08,46 2.17,22 1.29,35 3.19,16 3.10,6 2.07,6 4.22,1 1.04,1 1.08,14 51.53
20211126,87.699,2188 0.44,6948 16.62,560 5.92,151 2.61,87 2.12,61 2.02,46 2.17,20 1.18,36 3.34,18 3.53,8 2.81,5 3.52,1 1.04,1 1.08,14 51.53
20211119,90.900,2179 0.44,6882 16.55,545 5.82,148 2.59,86 2.09,59 1.96,42 1.99,17 1.01,38 3.55,20 3.86,7 2.59,5 3.55,1 1.06,1 1.09,14 51.76
20211112,91.800,2144 0.43,6731 16.19,543 5.81,145 2.54,92 2.27,51 1.69,37 1.75,18 1.06,36 3.24,20 3.84,9 3.37,4 2.76,1 0.81,2 2.26,14 51.92
20211105,87.5,2188 0.44,7033 16.99,569 6.09,155 2.71,93 2.28,52 1.75,35 1.66,27 1.64,31 2.87,19 3.58,5 1.77,4 2.77,1 0.85,2 2.40,14 52.13
