20220401,14.25,297 0.05,1784 5.95,301 3.82,65 1.29,69 1.97,55 2.13,40 2.12,17 1.14,31 3.33,11 2.63,17 7.67,5 3.47,3 3.04,1 1.33,9 59.98
20220325,14.199,294 0.05,1793 5.99,302 3.83,68 1.35,71 2.03,54 2.11,40 2.12,17 1.14,30 3.19,12 2.79,18 8.18,4 2.83,3 3.05,1 1.33,9 59.94
20220318,14.100,292 0.05,1799 6.01,303 3.83,68 1.34,70 2.00,55 2.14,40 2.12,17 1.14,29 3.04,13 2.94,18 8.16,4 2.83,3 3.05,1 1.33,9 59.94
20220311,13.949,293 0.05,1816 6.07,302 3.82,68 1.35,69 1.97,57 2.20,41 2.17,17 1.13,29 3.13,12 2.79,18 8.15,4 2.83,3 3.05,1 1.33,9 59.89
20220304,14.300,294 0.06,1818 6.07,301 3.82,72 1.43,71 2.03,55 2.13,41 2.17,18 1.21,30 3.20,11 2.50,19 8.30,4 2.83,3 3.06,1 1.33,9 59.79
20220225,14.5,293 0.05,1821 6.06,305 3.86,70 1.39,73 2.09,55 2.15,39 2.06,17 1.14,32 3.40,12 2.77,19 8.49,3 2.22,3 3.13,1 1.33,9 59.77
20220218,14.399,292 0.06,1854 6.17,301 3.82,73 1.45,73 2.09,55 2.16,41 2.17,18 1.21,28 3.01,13 2.89,19 8.38,3 2.22,3 3.20,1 1.33,9 59.77
20220211,14.399,292 0.06,1858 6.19,299 3.81,72 1.44,74 2.12,57 2.22,40 2.11,16 1.06,30 3.19,12 2.63,18 7.99,4 2.83,3 3.20,1 1.33,9 59.74
20220128,,294 0.06,1866 6.21,304 3.87,73 1.47,75 2.15,55 2.15,41 2.17,16 1.06,30 3.16,12 2.57,18 7.96,4 2.83,3 3.21,1 1.33,9 59.74
20220122,,294 0.06,1887 6.30,305 3.89,71 1.43,77 2.19,56 2.17,37 1.96,16 1.06,34 3.54,12 2.64,17 7.67,4 2.83,3 3.21,1 1.33,9 59.65
20220114,14.399,295 0.06,1915 6.41,302 3.89,69 1.38,77 2.20,56 2.18,39 2.06,17 1.14,35 3.66,12 2.61,16 7.37,4 2.83,3 3.21,1 1.33,9 59.60
20220107,14.899,295 0.06,1935 6.43,309 3.99,74 1.49,72 2.06,54 2.08,39 2.04,17 1.13,36 3.80,11 2.44,15 6.76,5 3.54,3 3.21,1 1.33,9 59.59
20211230,15.25,294 0.06,1931 6.42,324 4.19,73 1.47,73 2.08,56 2.18,35 1.85,16 1.07,35 3.61,12 2.63,15 6.74,5 3.48,3 3.21,1 1.33,9 59.59
