20220401,30.770,283 0.90,672 21.79,93 12.94,36 7.95,22 7.02,6 2.49,6 3.75,4 3.13,3 4.01,2 4.31,1 4.96,0 0.00,0 0.00,0 0.00,1 26.69
20220325,30.590,283 0.82,674 20.22,93 11.95,34 6.97,22 6.49,5 1.84,8 4.54,5 3.56,3 3.71,2 3.98,1 4.57,1 6.56,0 0.00,0 0.00,1 24.74
20220318,30.239,283 0.81,678 20.31,93 11.96,35 7.18,22 6.49,6 2.29,7 4.07,5 3.56,3 3.71,2 3.98,1 4.58,1 6.26,0 0.00,0 0.00,1 24.72
20220311,,281 0.80,677 20.29,93 11.96,35 7.18,22 6.49,6 2.29,8 4.57,5 3.54,3 3.71,2 3.98,2 10.47,0 0.00,0 0.00,0 0.00,1 24.66
20220304,31.110,280 0.78,674 20.21,93 11.96,35 7.18,22 6.49,5 1.84,9 5.05,5 3.53,3 3.71,2 3.98,2 10.55,0 0.00,0 0.00,0 0.00,1 24.66
20220225,30.030,281 0.80,671 20.20,93 11.97,35 7.17,22 6.49,5 1.84,9 5.07,5 3.53,3 3.71,2 3.98,2 10.53,0 0.00,0 0.00,0 0.00,1 24.66
20220218,31.059,282 0.79,672 20.32,93 11.97,35 7.17,22 6.49,5 1.84,9 5.05,5 3.54,3 3.71,2 3.98,2 10.40,0 0.00,0 0.00,0 0.00,1 24.69
20220211,31.209,277 0.78,672 20.26,93 11.97,35 7.20,22 6.49,5 1.84,9 5.05,5 3.51,3 3.71,2 3.98,2 10.50,0 0.00,0 0.00,0 0.00,1 24.66
20220128,,282 0.80,668 20.20,93 11.97,35 7.18,22 6.49,5 1.84,9 5.05,5 3.51,3 3.71,2 3.98,2 10.58,0 0.00,0 0.00,0 0.00,1 24.63
20220122,,278 0.76,667 20.15,93 11.95,36 7.39,22 6.49,5 1.87,9 5.04,5 3.54,3 3.71,2 3.98,2 10.43,0 0.00,0 0.00,0 0.00,1 24.63
20220114,30.979,281 0.77,667 20.12,93 11.95,36 7.38,22 6.49,5 1.87,9 5.04,5 3.54,3 3.71,2 3.98,2 10.44,0 0.00,0 0.00,0 0.00,1 24.66
20220107,31.530,270 0.72,670 20.21,95 12.22,34 7.01,22 6.49,5 1.84,9 5.04,5 3.54,3 3.71,2 3.98,2 10.53,0 0.00,0 0.00,0 0.00,1 24.65
20211230,31.680,263 0.73,678 20.45,95 12.17,35 7.23,22 6.49,5 1.84,9 5.04,5 3.51,3 3.71,2 3.98,2 9.54,0 0.00,0 0.00,0 0.00,1 25.27
20211224,31.260,269 0.77,682 20.66,94 12.07,35 7.23,21 6.18,6 2.15,9 5.04,5 3.51,3 3.71,2 3.98,2 9.39,0 0.00,0 0.00,0 0.00,1 25.25
20211217,30.940,274 0.79,682 20.62,94 12.05,35 7.23,21 6.18,6 2.15,9 5.04,5 3.54,3 3.71,2 3.98,2 9.37,0 0.00,0 0.00,0 0.00,1 25.27
20211210,30.899,270 0.76,685 20.67,94 12.05,35 7.20,22 6.49,6 2.15,9 5.04,5 3.60,3 3.71,2 3.98,2 9.04,0 0.00,0 0.00,0 0.00,1 25.25
20211203,30.860,268 0.73,686 20.67,96 12.29,35 7.21,22 6.49,6 2.15,10 5.58,4 2.89,3 3.71,2 3.98,2 9.01,0 0.00,0 0.00,0 0.00,1 25.22
20211126,30.389,265 0.71,683 20.61,96 12.28,35 7.21,22 6.49,8 2.95,9 5.04,4 2.89,3 3.71,2 3.98,2 8.87,0 0.00,0 0.00,0 0.00,1 25.19
20211119,31.350,257 0.70,680 20.49,96 12.26,35 7.20,22 6.49,7 2.53,10 5.55,4 2.89,3 3.71,2 3.98,2 8.81,0 0.00,0 0.00,0 0.00,1 25.33
20211112,31.809,255 0.70,676 20.38,95 12.17,36 7.44,22 6.49,7 2.59,10 5.61,4 2.89,3 3.71,2 3.98,2 8.63,0 0.00,0 0.00,0 0.00,1 25.34
20211105,31.360,254 0.71,669 20.25,96 12.32,35 7.18,23 6.79,7 2.59,10 5.58,4 2.89,3 3.71,2 3.98,2 8.62,0 0.00,0 0.00,0 0.00,1 25.33
20211029,31.219,255 0.72,669 20.26,96 12.32,35 7.18,23 6.79,7 2.59,10 5.57,4 2.89,3 3.71,2 3.98,2 8.30,0 0.00,0 0.00,0 0.00,1 25.63
20211022,30.75,250 0.70,671 20.33,94 12.09,36 7.41,23 6.79,8 3.03,9 5.13,4 2.89,3 3.71,2 3.98,2 8.27,0 0.00,0 0.00,0 0.00,1 25.61
20211015,30.5,249 0.71,669 20.28,94 12.09,36 7.39,23 6.79,7 2.70,8 4.57,5 3.62,3 3.71,2 3.98,2 8.49,0 0.00,0 0.00,0 0.00,1 25.61
20211008,30.639,243 0.66,673 20.39,94 12.09,36 7.39,23 6.79,6 2.24,9 5.04,5 3.51,3 3.71,3 6.62,1 4.61,0 0.00,0 0.00,0 0.00,1 26.88
20211001,30.389,239 0.64,672 20.33,95 12.21,36 7.41,23 6.79,7 2.70,8 4.57,5 3.51,3 3.71,3 6.61,1 4.61,0 0.00,0 0.00,0 0.00,1 26.85
20210924,31.870,236 0.64,673 20.37,95 12.21,36 7.39,23 6.79,7 2.70,9 5.17,5 3.51,3 3.71,3 5.91,1 4.61,0 0.00,0 0.00,0 0.00,1 26.91
20210917,31.790,241 0.66,673 20.36,95 12.21,36 7.39,23 6.79,7 2.70,9 5.17,5 3.53,3 3.71,3 5.91,1 4.61,0 0.00,0 0.00,0 0.00,1 26.90
20210911,,239 0.65,673 20.31,97 12.45,35 7.23,23 6.79,7 2.70,9 5.17,5 3.53,3 3.71,3 5.88,1 4.63,0 0.00,0 0.00,0 0.00,1 26.90
20210903,31.930,234 0.63,671 20.27,97 12.45,35 7.23,23 6.79,7 2.67,9 5.17,5 3.56,3 3.71,3 5.73,1 4.64,0 0.00,0 0.00,0 0.00,1 27.09
20210827,31.25,242 0.63,673 20.33,96 12.36,37 7.57,23 6.79,7 2.67,9 5.17,5 3.56,4 4.98,2 3.98,1 4.64,0 0.00,0 0.00,0 0.00,1 27.26
20210820,29.920,238 0.63,670 20.24,98 12.62,36 7.41,23 6.79,7 2.67,9 5.17,5 3.56,4 4.93,2 3.98,1 4.67,0 0.00,0 0.00,0 0.00,1 27.27
20210813,31.299,231 0.60,671 20.29,99 12.78,36 7.41,24 7.03,7 2.61,10 5.75,4 2.89,4 4.48,2 3.98,1 4.67,0 0.00,0 0.00,0 0.00,1 27.46
20210806,32.549,226 0.57,668 20.25,99 12.76,36 7.41,24 7.03,6 2.21,10 5.66,6 4.28,3 3.71,2 3.98,1 4.69,0 0.00,0 0.00,0 0.00,1 27.40
20210730,31.860,225 0.56,669 20.25,99 12.84,37 7.59,24 7.03,6 2.21,11 6.18,4 2.89,3 3.71,2 3.98,1 4.69,0 0.00,0 0.00,0 0.00,1 28.00
20210723,32.139,223 0.53,670 18.93,99 11.89,37 7.06,25 6.82,6 2.06,10 5.26,5 3.29,3 3.45,2 3.70,1 4.37,1 6.51,0 0.00,0 0.00,1 26.06
20210716,32.669,220 0.52,668 18.78,100 12.00,36 6.85,27 7.32,6 2.06,10 5.27,5 3.35,3 3.45,2 3.70,1 4.40,1 6.17,0 0.00,0 0.00,1 26.06
20210709,31.899,220 0.53,672 18.81,101 12.13,36 6.85,27 7.36,6 2.06,10 5.27,4 2.69,4 4.16,2 3.70,1 4.39,1 5.93,0 0.00,0 0.00,1 26.05
20210702,31.559,214 0.50,679 19.02,102 12.23,36 6.86,27 7.38,6 2.06,11 5.72,4 2.69,4 4.18,2 3.70,2 9.46,0 0.00,0 0.00,0 0.00,1 26.15
20210625,31.840,215 0.50,678 19.07,102 12.23,36 6.85,27 7.38,6 2.06,11 5.83,5 3.34,3 3.45,2 3.70,2 9.39,0 0.00,0 0.00,0 0.00,1 26.16
20210618,31.5,217 0.50,681 19.13,102 12.23,36 6.85,27 7.38,6 2.06,11 5.83,5 3.34,3 3.45,2 3.70,2 9.32,0 0.00,0 0.00,0 0.00,1 26.16
20210611,31.329,211 0.47,681 19.18,103 12.37,36 6.82,26 7.10,6 2.06,11 5.88,5 3.32,3 3.45,2 3.70,2 9.40,0 0.00,0 0.00,0 0.00,1 26.20
20210604,31.069,208 0.45,684 19.25,104 12.51,35 6.66,26 7.10,6 2.06,11 5.86,5 3.32,3 3.45,2 3.70,2 9.40,0 0.00,0 0.00,0 0.00,1 26.19
20210528,30.930,210 0.46,691 19.43,104 12.51,35 6.66,27 7.36,5 1.76,11 5.83,5 3.29,3 3.45,2 3.70,2 9.29,0 0.00,0 0.00,0 0.00,1 26.19
20210521,29.920,201 0.42,696 19.56,104 12.51,35 6.65,27 7.38,6 2.06,11 5.85,5 3.29,3 3.45,2 3.70,2 8.89,0 0.00,0 0.00,0 0.00,1 26.19
20210514,29.120,195 0.40,699 19.62,105 12.67,34 6.49,27 7.38,6 2.06,11 5.86,5 3.29,3 3.45,2 3.70,2 8.84,0 0.00,0 0.00,0 0.00,1 26.17
20210507,31.790,197 0.41,696 19.48,108 12.99,35 6.70,27 7.38,6 2.06,12 6.48,4 2.69,3 3.45,2 3.70,2 8.49,0 0.00,0 0.00,0 0.00,1 26.10
20210429,32.549,185 0.36,698 19.73,107 12.95,35 6.72,27 7.38,6 2.06,11 5.88,5 3.34,3 3.45,2 3.70,2 8.26,0 0.00,0 0.00,0 0.00,1 26.12
20210423,32.090,179 0.35,703 19.97,108 13.04,36 6.90,29 7.94,5 1.76,11 5.89,5 3.32,3 3.45,2 3.70,2 7.58,0 0.00,0 0.00,0 0.00,1 26.05
20210416,32.099,172 0.34,705 20.06,107 12.88,36 6.90,31 8.40,5 1.76,11 5.78,5 3.32,3 3.45,2 3.70,2 7.31,0 0.00,0 0.00,0 0.00,1 26.03
20210409,31.920,174 0.34,706 20.06,107 12.91,37 7.08,30 8.16,5 1.76,11 5.82,5 3.32,3 3.45,3 6.04,1 4.91,0 0.00,0 0.00,0 0.00,1 26.08
20210401,31.530,170 0.32,710 20.17,108 13.05,37 7.08,30 8.16,5 1.76,11 5.76,5 3.32,3 3.45,3 5.88,1 4.91,0 0.00,0 0.00,0 0.00,1 26.08
