20220318,3941 0.61,3290 3.47,450 1.70,131 0.84,90 0.85,68 0.90,35 0.63,15 0.36,39 1.45,25 1.77,14 2.21,5 1.42,2 0.72,1 0.52,30 82.48
20220311,3933 0.61,3350 3.53,460 1.75,128 0.82,99 0.93,69 0.91,36 0.65,12 0.29,42 1.54,22 1.52,17 2.64,4 1.13,2 0.70,1 0.45,30 82.46
20220304,3923 0.61,3228 3.46,453 1.71,140 0.89,100 0.95,70 0.93,28 0.50,18 0.43,39 1.39,23 1.57,17 2.71,4 1.10,3 1.10,0 0.00,30 82.59
20220225,3926 0.61,3234 3.47,458 1.73,140 0.90,100 0.94,72 0.96,30 0.54,18 0.43,38 1.37,22 1.54,17 2.75,5 1.38,2 0.72,0 0.00,30 82.59
20220218,3932 0.61,3251 3.49,462 1.75,143 0.92,93 0.88,76 1.01,30 0.54,18 0.43,40 1.44,21 1.50,16 2.55,7 1.87,1 0.39,0 0.00,30 82.56
20220211,3927 0.61,3263 3.50,459 1.74,144 0.93,93 0.88,74 0.98,33 0.60,18 0.43,40 1.44,21 1.49,17 2.71,5 1.38,2 0.71,0 0.00,30 82.53
20220128,3932 0.61,3264 3.50,460 1.75,142 0.91,96 0.91,73 0.97,32 0.58,21 0.50,39 1.39,21 1.49,17 2.68,5 1.38,2 0.75,0 0.00,30 82.52
20220122,3932 0.61,3279 3.51,464 1.76,139 0.89,97 0.92,69 0.91,32 0.57,22 0.53,37 1.31,22 1.56,17 2.67,5 1.39,2 0.79,0 0.00,30 82.50
20220114,3940 0.62,3298 3.53,461 1.75,145 0.93,92 0.87,71 0.94,34 0.61,21 0.51,34 1.23,23 1.62,16 2.45,6 1.59,1 0.39,1 0.45,30 82.44
20220107,3940 0.62,3316 3.56,462 1.76,144 0.92,96 0.91,71 0.94,34 0.61,20 0.48,33 1.18,25 1.80,17 2.72,4 1.16,1 0.39,2 1.00,29 81.89
20211230,3947 0.62,3342 3.59,467 1.78,148 0.95,95 0.90,71 0.94,36 0.65,20 0.48,35 1.29,23 1.64,17 2.72,4 1.16,1 0.38,2 1.03,29 81.80
20211224,3950 0.62,3357 3.60,468 1.79,144 0.93,95 0.90,74 0.98,35 0.63,19 0.45,38 1.36,23 1.63,17 2.71,4 1.13,1 0.38,1 0.50,30 82.31
20211217,3950 0.62,3374 3.62,471 1.80,150 0.96,94 0.90,73 0.97,38 0.69,18 0.43,39 1.41,20 1.38,18 2.75,5 1.30,1 0.38,1 0.50,30 82.21
20211210,3952 0.62,3363 3.61,471 1.80,148 0.95,96 0.91,74 0.97,37 0.67,18 0.43,37 1.34,21 1.43,17 2.55,6 1.58,1 0.38,1 0.49,30 82.18
20211203,3944 0.62,3387 3.64,473 1.80,150 0.97,96 0.91,73 0.96,34 0.61,21 0.50,35 1.25,25 1.75,16 2.44,6 1.52,1 0.39,1 0.47,30 82.10
20211126,3945 0.62,3393 3.63,476 1.82,153 0.99,94 0.89,73 0.96,33 0.59,21 0.50,36 1.29,25 1.78,17 2.65,5 1.30,1 0.38,1 0.47,30 82.05
20211119,3952 0.62,3414 3.65,479 1.83,150 0.97,93 0.88,75 0.99,28 0.50,22 0.52,36 1.30,26 1.88,17 2.62,5 1.29,1 0.38,1 0.46,30 82.05
20211112,3961 0.62,3447 3.67,483 1.85,147 0.95,92 0.87,74 0.98,32 0.58,20 0.48,39 1.43,25 1.78,16 2.37,6 1.46,1 0.38,1 0.46,30 82.05
20211105,3977 0.62,3484 3.72,486 1.86,146 0.94,95 0.90,70 0.92,33 0.60,21 0.51,37 1.31,27 1.93,15 2.23,6 1.49,1 0.38,1 0.46,30 82.05
20211029,3977 0.62,3441 3.68,495 1.91,147 0.94,91 0.86,74 0.98,36 0.65,18 0.44,43 1.53,25 1.85,14 2.07,6 1.49,1 0.38,1 0.47,30 82.06
20211022,3976 0.62,3450 3.69,493 1.90,148 0.95,90 0.84,74 0.97,37 0.66,18 0.44,42 1.53,25 1.83,14 2.09,6 1.48,1 0.38,1 0.47,30 82.07
20211015,3985 0.62,3481 3.74,502 1.93,154 0.99,93 0.88,73 0.96,37 0.66,20 0.48,45 1.67,24 1.72,16 2.50,3 0.80,1 0.38,1 0.48,30 82.13, -32,000
20211008,3995 0.63,3481 3.74,500 1.92,162 1.05,90 0.85,73 0.96,36 0.65,20 0.48,46 1.68,26 1.82,15 2.36,3 0.79,1 0.38,1 0.48,30 82.15
20211001,3996 0.63,3518 3.78,501 1.92,161 1.04,92 0.87,73 0.96,34 0.61,22 0.53,43 1.59,25 1.73,15 2.27,4 1.00,1 0.38,1 0.47,30 82.13
20210924,4003 0.63,3535 3.79,511 1.96,159 1.03,94 0.89,74 0.97,33 0.60,21 0.51,40 1.47,26 1.80,15 2.21,3 0.75,2 0.71,1 0.47,30 82.16
20210917,4007 0.63,3551 3.81,512 1.97,160 1.04,92 0.87,77 1.01,31 0.56,21 0.50,39 1.42,26 1.78,14 2.03,4 0.95,2 0.72,1 0.47,30 82.17, -10,000
20210911,4012 0.63,3546 3.81,513 1.97,164 1.06,93 0.88,76 1.00,32 0.58,19 0.46,38 1.37,23 1.57,15 2.13,4 0.98,2 0.73,1 0.47,30 82.30
20210903,4009 0.63,3572 3.84,506 1.95,159 1.03,91 0.86,74 0.97,33 0.60,17 0.41,36 1.29,24 1.62,14 2.08,3 0.76,2 0.71,1 0.47,32 82.70
20210827,4017 0.63,3583 3.85,502 1.93,153 0.99,91 0.86,74 0.97,31 0.56,17 0.41,37 1.34,24 1.65,13 1.97,3 0.76,2 0.71,1 0.47,32 82.82
20210820,4022 0.63,3563 3.83,505 1.94,157 1.02,95 0.91,73 0.97,31 0.57,17 0.40,35 1.28,23 1.56,12 1.82,4 1.04,2 0.70,1 0.47,32 82.79
20210813,4023 0.63,3645 3.93,509 1.96,159 1.03,96 0.91,71 0.93,33 0.60,19 0.45,36 1.30,22 1.45,14 2.13,3 0.77,2 0.70,1 0.49,32 82.63
20210806,4034 0.63,3648 3.92,493 1.89,149 0.97,93 0.87,71 0.93,32 0.58,18 0.42,37 1.32,22 1.44,13 2.03,3 0.73,3 1.02,1 0.48,32 82.68
20210730,4041 0.63,3630 3.89,493 1.89,156 1.01,87 0.82,74 0.97,35 0.64,14 0.33,39 1.39,21 1.36,14 2.11,2 0.50,4 1.36,1 0.46,32 82.57
20210723,4038 0.63,3726 4.01,508 1.95,156 1.01,90 0.84,79 1.04,39 0.71,13 0.30,36 1.27,23 1.52,15 2.29,3 0.81,3 1.02,2 0.90,30 81.62
20210716,4038 0.63,3850 4.15,522 2.00,164 1.06,90 0.85,81 1.07,35 0.64,14 0.33,38 1.34,23 1.57,15 2.25,2 0.50,5 1.74,2 0.93,28 80.83
20210709,4036 0.64,3891 4.19,540 2.07,161 1.05,96 0.90,94 1.25,35 0.65,18 0.43,40 1.44,23 1.53,14 2.02,3 0.79,3 1.05,1 0.49,29 81.43
20210702,4042 0.64,4010 4.30,551 2.13,162 1.05,92 0.87,102 1.37,38 0.71,16 0.38,41 1.46,25 1.68,12 1.80,4 1.03,1 0.39,1 0.50,29 81.63
20210625,4032 0.64,4000 4.30,552 2.14,163 1.06,95 0.89,92 1.22,35 0.64,16 0.38,43 1.54,25 1.64,12 1.80,3 0.77,2 0.72,1 0.49,29 81.69
20210618,4046 0.64,3967 4.25,534 2.06,166 1.07,96 0.91,93 1.25,31 0.56,21 0.50,43 1.52,24 1.59,12 1.83,3 0.71,2 0.75,1 0.49,29 81.77
20210611,4058 0.64,4062 4.31,535 2.06,158 1.02,100 0.95,87 1.15,30 0.54,19 0.46,48 1.77,21 1.46,14 2.04,2 0.50,2 0.75,1 0.50,29 81.79
20210604,4020 0.64,3458 3.72,502 1.93,160 1.03,95 0.90,78 1.02,32 0.58,19 0.45,45 1.64,21 1.50,15 2.26,3 0.71,3 1.11,1 0.51,29 81.92
20210528,4032 0.64,3383 3.65,484 1.86,156 1.01,91 0.85,80 1.06,37 0.67,17 0.41,42 1.55,22 1.61,14 1.92,4 1.00,3 1.10,1 0.51,29 82.11
20210521,4035 0.64,3396 3.67,494 1.90,157 1.01,88 0.83,81 1.06,30 0.54,19 0.44,45 1.64,20 1.45,15 2.08,5 1.24,1 0.38,2 1.00,29 82.02
20210514,4042 0.64,3409 3.65,515 1.98,158 1.02,86 0.81,76 1.01,37 0.67,19 0.44,45 1.70,20 1.42,19 2.75,4 0.95,2 0.70,1 0.51,29 81.66
20210507,4044 0.64,3230 3.36,495 1.92,151 0.98,84 0.79,71 0.95,32 0.59,23 0.55,46 1.81,28 1.90,18 2.71,2 0.55,2 0.77,1 0.49,29 81.92
20210429,3999 0.64,2407 2.52,367 1.32,120 0.76,66 0.61,59 0.78,29 0.53,12 0.28,43 1.66,20 1.46,20 3.01,3 0.81,0 0.00,1 0.48,30 85.07
20210423,4005 0.64,2183 2.30,340 1.21,107 0.67,60 0.55,56 0.73,35 0.64,14 0.33,36 1.40,14 0.93,24 3.57,1 0.25,1 0.39,2 0.96,29 85.37
20210416,4009 0.64,2176 2.30,348 1.23,105 0.65,60 0.54,57 0.75,28 0.51,13 0.31,34 1.32,16 1.08,22 3.23,2 0.46,0 0.00,2 0.89,30 86.02
20210409,4022 0.64,2149 2.26,341 1.20,109 0.68,61 0.55,54 0.71,28 0.51,13 0.30,34 1.28,18 1.20,21 3.12,2 0.47,0 0.00,3 1.37,29 85.64
20210401,4027 0.64,2100 2.21,337 1.18,109 0.68,61 0.55,56 0.74,29 0.52,15 0.34,32 1.23,16 1.08,21 3.12,2 0.47,0 0.00,2 0.89,30 86.29
20210326,4034 0.65,2096 2.21,338 1.18,112 0.70,62 0.56,56 0.74,32 0.57,13 0.30,32 1.23,16 1.08,21 3.12,2 0.47,0 0.00,2 0.87,30 86.26
