20220401,50.400,98 0.01,380 1.25,62 0.80,24 0.48,17 0.53,26 1.04,9 0.52,14 1.06,22 2.65,13 2.91,18 9.10,3 2.21,3 3.51,1 1.50,12 72.33
20220325,48.400,94 0.01,378 1.24,58 0.76,24 0.49,18 0.57,27 1.10,8 0.46,13 0.98,22 2.65,14 3.09,18 9.05,3 2.21,3 3.51,1 1.50,12 72.33
20220318,,95 0.01,385 1.25,58 0.75,24 0.49,20 0.62,25 1.02,7 0.41,15 1.12,21 2.54,14 3.12,18 9.05,3 2.21,3 3.51,1 1.50,12 72.33
20220311,49.549,98 0.01,372 1.21,57 0.74,27 0.55,19 0.59,27 1.09,8 0.46,13 0.97,22 2.75,13 2.98,18 9.04,3 2.21,3 3.51,1 1.50,12 72.33
20220304,53.400,97 0.01,385 1.25,50 0.64,27 0.56,18 0.57,25 1.01,8 0.48,14 1.04,21 2.52,15 3.60,17 8.70,3 2.21,3 3.51,1 1.50,12 72.33
20220225,52.099,96 0.01,405 1.28,51 0.66,27 0.56,21 0.65,24 0.99,9 0.53,11 0.84,18 2.17,14 3.20,19 9.50,3 2.21,3 3.51,1 1.50,12 72.33
20220218,46.5,94 0.01,440 1.35,53 0.71,29 0.60,16 0.50,29 1.20,7 0.40,11 0.84,14 1.55,16 3.55,19 9.69,3 2.20,3 3.51,1 1.50,12 72.32
20220211,45.299,94 0.01,427 1.33,49 0.63,32 0.67,15 0.47,28 1.16,8 0.45,12 0.91,14 1.55,16 3.52,19 9.71,3 2.20,3 3.51,1 1.50,12 72.32
20220128,,95 0.01,411 1.28,52 0.68,29 0.60,17 0.52,28 1.15,7 0.39,11 0.83,15 1.66,16 3.53,18 9.07,4 2.87,3 3.51,1 1.50,12 72.32
20220122,,95 0.01,405 1.26,54 0.70,30 0.63,15 0.46,28 1.16,8 0.46,9 0.67,16 1.78,16 3.52,18 9.09,4 2.87,3 3.51,1 1.50,12 72.32
20220114,43.299,94 0.01,407 1.26,54 0.68,30 0.63,15 0.46,28 1.16,7 0.40,10 0.75,16 1.73,16 3.52,18 9.12,4 2.87,3 3.51,1 1.50,12 72.32
20220107,,96 0.01,415 1.27,56 0.70,29 0.61,16 0.50,28 1.15,6 0.34,10 0.74,16 1.73,16 3.52,18 9.15,4 2.87,3 3.51,1 1.50,12 72.32
20211230,43.599,96 0.01,418 1.28,52 0.65,30 0.63,16 0.49,28 1.16,6 0.34,10 0.74,16 1.74,16 3.51,17 8.49,5 3.56,3 3.51,1 1.50,12 72.32
20211224,43.25,93 0.01,418 1.28,53 0.68,29 0.61,16 0.49,28 1.15,7 0.40,9 0.67,17 1.90,15 3.33,17 8.49,5 3.59,3 3.51,1 1.50,12 72.32
20211217,44.25,93 0.01,419 1.28,54 0.69,27 0.56,17 0.52,28 1.15,7 0.40,9 0.67,17 1.92,15 3.33,17 8.49,5 3.60,3 3.51,1 1.50,12 72.30
20211210,44.200,91 0.01,437 1.33,51 0.65,27 0.56,18 0.56,27 1.10,7 0.39,9 0.67,17 1.93,15 3.33,17 8.49,5 3.61,3 3.51,1 1.50,12 72.30
20211203,,85 0.01,374 1.22,47 0.59,32 0.68,14 0.44,27 1.11,7 0.40,9 0.67,18 2.04,15 3.35,17 8.49,5 3.63,3 3.51,1 1.50,12 72.29
20211126,42.900,85 0.01,380 1.22,49 0.62,29 0.61,17 0.54,27 1.11,7 0.40,10 0.76,17 1.92,15 3.35,17 8.49,5 3.63,3 3.50,1 1.50,12 72.28
20211119,42.099,86 0.01,390 1.26,52 0.67,24 0.49,17 0.53,29 1.19,8 0.46,9 0.67,17 1.93,15 3.31,17 8.49,5 3.63,3 3.50,1 1.50,12 72.28
20211112,40.900,85 0.01,400 1.28,55 0.70,24 0.49,18 0.56,30 1.24,6 0.33,9 0.67,17 1.98,15 3.30,17 8.49,6 4.60,2 2.49,1 1.50,12 72.26
20211105,37.25,86 0.01,409 1.32,58 0.74,24 0.49,18 0.56,29 1.19,5 0.28,9 0.67,16 1.84,16 3.49,17 8.49,6 4.58,2 2.49,1 1.50,12 72.26
20211029,37.5,87 0.01,406 1.31,59 0.76,23 0.47,17 0.53,30 1.24,5 0.28,9 0.67,16 1.84,16 3.50,18 9.00,4 2.88,3 3.69,1 1.50,12 72.26
20211022,38.400,86 0.01,410 1.31,59 0.75,23 0.47,17 0.53,30 1.24,5 0.28,9 0.67,16 1.83,16 3.51,18 9.00,4 2.88,3 3.69,1 1.50,12 72.26
20211015,38.799,86 0.01,411 1.31,60 0.76,23 0.47,17 0.53,30 1.24,6 0.34,9 0.67,15 1.74,16 3.52,18 9.02,4 2.88,3 3.69,1 1.50,12 72.26
20211008,37.799,86 0.01,415 1.31,60 0.76,24 0.50,16 0.50,30 1.25,6 0.34,9 0.67,15 1.72,15 3.18,18 9.02,4 2.88,3 3.69,2 3.06,12 71.02
20211001,38.349,88 0.01,407 1.29,63 0.79,26 0.54,17 0.54,27 1.12,7 0.40,9 0.67,15 1.69,15 3.19,18 9.06,4 2.88,3 3.69,2 3.06,12 71.00
20210924,38.5,89 0.01,411 1.30,61 0.76,27 0.56,16 0.50,29 1.21,6 0.34,9 0.67,15 1.69,15 3.20,17 8.52,5 3.87,3 3.69,2 3.06,12 70.55
