20220408,,4180 1.14,1017 2.49,154 1.35,51 0.77,34 0.72,31 0.92,20 0.84,13 0.69,43 3.68,20 3.34,19 6.12,10 6.04,1 0.72,1 1.03,8 70.08
20220401,,4181 1.14,1025 2.50,156 1.39,54 0.81,33 0.71,31 0.91,21 0.88,14 0.75,41 3.42,22 3.58,18 5.88,10 5.78,1 0.72,1 0.98,8 70.46
20220325,55.299,4184 1.15,1024 2.49,155 1.38,52 0.79,33 0.71,33 0.97,20 0.84,14 0.77,41 3.42,22 3.59,18 5.87,10 5.78,1 0.72,1 0.98,8 70.46
20220318,54.700,4185 1.15,1008 2.48,154 1.37,51 0.77,36 0.77,33 0.95,21 0.89,13 0.71,44 3.68,21 3.58,18 5.98,10 5.75,2 1.45,0 0.00,8 70.39
20220311,52.099,4187 1.15,1017 2.46,158 1.40,55 0.84,36 0.77,31 0.90,22 0.94,15 0.81,42 3.55,21 3.57,18 6.07,11 6.40,1 0.72,0 0.00,8 70.36
20220304,51.5,4192 1.15,1006 2.45,154 1.36,60 0.92,32 0.68,33 0.96,20 0.85,19 1.01,40 3.41,20 3.33,19 6.31,11 6.41,1 0.72,0 0.00,8 70.36
20220225,51.200,4190 1.15,1005 2.47,151 1.34,63 0.96,31 0.66,30 0.88,23 0.99,17 0.91,42 3.60,19 3.21,19 6.31,11 6.39,1 0.72,0 0.00,8 70.36
20220218,54.900,4192 1.15,995 2.45,150 1.33,62 0.94,30 0.64,31 0.91,18 0.76,21 1.13,42 3.62,19 3.21,19 6.30,11 6.43,1 0.72,0 0.00,8 70.36
20220211,57.700,4192 1.15,974 2.38,154 1.37,60 0.92,33 0.69,29 0.86,21 0.87,18 0.96,43 3.67,20 3.41,19 6.35,11 6.27,1 0.72,0 0.00,8 70.33
20220128,,4193 1.15,951 2.33,152 1.36,57 0.87,30 0.63,31 0.91,18 0.75,19 1.02,45 3.87,19 3.28,19 6.48,11 6.26,1 0.72,0 0.00,8 70.31
20220122,,4195 1.15,955 2.33,149 1.32,60 0.91,28 0.59,30 0.89,19 0.79,20 1.08,43 3.63,19 3.20,20 6.73,11 6.27,1 0.72,0 0.00,8 70.31
