20220408,,4180 1.14,1017 2.49,154 1.35,51 0.77,34 0.72,31 0.92,20 0.84,13 0.69,43 3.68,20 3.34,19 6.12,10 6.04,1 0.72,1 1.03,8 70.08
20220114,57.799,4196 1.15,966 2.35,148 1.31,58 0.87,32 0.68,30 0.90,19 0.79,20 1.08,42 3.54,20 3.38,20 6.72,11 6.26,1 0.72,0 0.00,8 70.18
20220107,60.5,4198 1.15,977 2.39,152 1.37,59 0.88,34 0.72,25 0.74,20 0.83,21 1.13,45 3.82,18 3.02,21 6.97,11 6.16,1 0.72,0 0.00,8 70.02
20211230,63.200,4204 1.15,993 2.40,158 1.40,58 0.87,31 0.65,27 0.79,22 0.92,20 1.08,44 3.71,20 3.43,21 7.22,10 5.66,1 0.72,0 0.00,8 69.93
20211224,64.099,4216 1.15,993 2.39,156 1.38,58 0.86,35 0.74,26 0.77,22 0.92,20 1.08,44 3.75,19 3.13,22 7.46,10 5.65,1 0.72,0 0.00,8 69.92
20211217,67.5,4215 1.15,1008 2.43,162 1.45,57 0.86,31 0.66,30 0.90,23 0.97,19 1.04,43 3.65,20 3.27,23 7.78,9 5.17,1 0.72,0 0.00,8 69.87
20211210,68.300,4223 1.15,1034 2.48,170 1.52,52 0.78,34 0.73,27 0.81,21 0.88,23 1.26,46 3.83,18 2.97,23 7.76,9 5.17,1 0.72,0 0.00,8 69.87
20211203,,4231 1.16,1006 2.50,170 1.52,56 0.84,36 0.78,33 0.98,25 1.05,21 1.16,42 3.60,16 2.82,23 7.71,9 5.17,1 0.72,0 0.00,7 69.92
20211126,55.5,4236 1.16,1022 2.55,174 1.57,58 0.87,35 0.76,31 0.92,26 1.07,20 1.10,43 3.74,16 2.74,23 7.66,9 5.16,1 0.72,0 0.00,7 69.92
20211119,,4237 1.17,1025 2.56,171 1.54,59 0.88,35 0.76,31 0.92,24 1.00,23 1.27,40 3.46,15 2.60,24 8.02,9 5.13,1 0.72,0 0.00,7 69.91
20211112,56.799,4242 1.17,1071 2.64,172 1.54,57 0.85,37 0.81,34 1.02,21 0.87,23 1.26,41 3.43,15 2.61,24 8.02,9 5.09,1 0.72,0 0.00,7 69.90
20211105,51.5,4251 1.17,1018 2.52,177 1.58,52 0.77,35 0.76,35 1.02,26 1.09,22 1.20,41 3.41,16 2.74,23 7.49,10 5.63,1 0.72,0 0.00,7 69.84
20211029,50.299,4257 1.17,1022 2.56,171 1.53,53 0.78,38 0.83,34 1.01,24 1.00,23 1.25,41 3.41,16 2.73,23 7.49,10 5.65,1 0.72,0 0.00,7 69.81
20211022,50.200,4260 1.17,1023 2.57,175 1.56,50 0.73,38 0.83,34 1.01,25 1.05,23 1.25,41 3.40,15 2.49,24 7.73,10 5.65,1 0.72,0 0.00,7 69.78
20211015,50.400,4265 1.17,1030 2.59,173 1.54,50 0.73,39 0.84,33 0.99,24 1.01,21 1.13,44 3.58,15 2.47,24 7.72,10 5.65,1 0.72,0 0.00,7 69.77
20211008,51.599,4268 1.17,1029 2.61,172 1.53,54 0.80,36 0.79,33 0.99,25 1.05,20 1.08,44 3.54,15 2.46,24 7.77,10 5.65,1 0.72,0 0.00,7 69.77
20211001,,4269 1.17,1029 2.59,175 1.56,52 0.77,36 0.79,34 1.02,24 1.01,20 1.08,44 3.57,15 2.46,24 7.76,10 5.66,1 0.72,0 0.00,7 69.76
20210924,50.599,4283 1.18,1023 2.55,176 1.58,50 0.74,37 0.81,33 1.00,24 1.02,20 1.08,41 3.36,16 2.58,24 7.78,10 5.81,1 0.72,0 0.00,7 69.73
20210917,50.299,4284 1.18,1022 2.56,172 1.55,50 0.74,37 0.82,35 1.07,22 0.93,21 1.13,41 3.36,16 2.59,24 7.78,10 5.80,1 0.72,0 0.00,7 69.72
20210911,,4287 1.18,1019 2.56,171 1.54,49 0.73,39 0.85,34 1.04,20 0.84,21 1.12,41 3.34,17 2.83,24 7.76,10 5.79,1 0.72,0 0.00,7 69.64
20210903,52.400,4291 1.18,1018 2.55,168 1.51,52 0.77,40 0.88,31 0.94,21 0.88,25 1.34,40 3.27,18 3.04,23 7.46,9 5.08,2 1.46,0 0.00,7 69.57
20210827,52.299,4299 1.19,1021 2.54,166 1.48,52 0.76,40 0.87,32 0.97,21 0.88,23 1.24,42 3.43,18 3.00,23 7.46,9 5.08,2 1.46,0 0.00,7 69.56
20210820,50.299,4319 1.19,1024 2.55,169 1.50,50 0.73,41 0.90,32 0.97,20 0.83,24 1.30,42 3.44,18 2.98,23 7.44,9 5.08,2 1.46,0 0.00,7 69.56
20210813,50.700,4328 1.20,1022 2.55,169 1.52,53 0.78,39 0.86,35 1.03,22 0.92,24 1.30,42 3.51,17 2.81,24 7.90,8 4.58,2 1.46,1 1.19,6 68.34
20210806,,4326 1.20,1044 2.59,163 1.44,52 0.76,39 0.86,38 1.13,23 0.96,22 1.21,44 3.64,16 2.67,24 7.91,8 4.58,2 1.46,1 1.19,6 68.34
20210730,56.099,4336 1.20,1065 2.61,161 1.43,52 0.77,40 0.88,39 1.19,19 0.77,22 1.21,44 3.70,16 2.72,24 7.94,8 4.58,2 1.47,1 1.13,6 68.34
20210723,55.700,4344 1.20,1062 2.58,161 1.43,57 0.85,43 0.94,32 0.95,23 0.95,24 1.33,40 3.36,16 2.64,25 8.25,8 4.58,2 1.47,1 1.07,6 68.34
20210716,54.299,4358 1.21,1058 2.56,164 1.46,59 0.88,44 0.95,31 0.91,23 0.95,24 1.32,39 3.35,16 2.66,25 8.21,8 4.58,2 1.47,1 1.07,6 68.34
20210709,52.5,4372 1.22,1072 2.64,166 1.46,65 0.98,45 0.98,30 0.92,24 0.97,21 1.16,39 3.32,17 2.73,27 8.86,7 4.10,3 2.27,0 0.00,6 68.34
20210702,49.650,4381 1.22,1078 2.67,163 1.44,65 0.99,39 0.84,35 1.05,25 1.02,19 1.06,41 3.47,16 2.66,27 8.81,7 4.10,3 2.26,0 0.00,5 68.34
20210625,,4386 1.22,1093 2.70,160 1.41,66 0.99,42 0.91,33 0.99,25 1.02,18 0.97,43 3.56,18 3.04,26 8.54,8 4.70,2 1.55,0 0.00,5 68.34
20210618,49.599,4397 1.22,1101 2.73,158 1.40,67 1.01,45 0.99,33 1.01,22 0.91,17 0.92,42 3.44,19 3.21,26 8.50,8 4.70,2 1.55,0 0.00,5 68.34
20210611,49.900,4404 1.23,1115 2.77,157 1.39,65 0.98,43 0.93,36 1.09,21 0.87,17 0.92,42 3.46,19 3.26,26 8.45,8 4.70,2 1.55,0 0.00,5 68.34
20210604,43.700,4418 1.23,1130 2.84,164 1.45,66 1.00,35 0.76,38 1.13,24 1.01,16 0.87,43 3.47,20 3.36,25 8.21,8 4.70,2 1.55,0 0.00,5 68.36
20210528,,4426 1.23,1133 2.83,166 1.47,66 1.00,36 0.77,37 1.10,24 1.01,15 0.81,44 3.53,20 3.35,25 8.20,8 4.70,2 1.55,0 0.00,5 68.37
20210521,,4432 1.23,1129 2.83,164 1.46,69 1.05,33 0.70,37 1.11,25 1.05,16 0.87,43 3.48,20 3.36,25 8.16,8 4.70,2 1.55,0 0.00,5 68.37
20210514,41.950,4434 1.23,1134 2.82,169 1.50,70 1.07,37 0.80,38 1.13,26 1.09,17 0.92,40 3.24,19 3.14,26 8.39,8 4.67,2 1.55,0 0.00,5 68.37
20210507,,4449 1.24,1147 2.87,166 1.47,73 1.11,42 0.92,35 1.05,23 0.96,20 1.07,39 3.14,21 3.59,24 7.91,8 4.67,2 1.55,0 0.00,5 68.37
20210429,49.299,4468 1.25,1154 2.90,167 1.48,78 1.20,35 0.75,36 1.09,25 1.03,21 1.12,38 3.12,21 3.50,24 7.90,8 4.67,2 1.55,0 0.00,5 68.37
20210423,48.900,4486 1.25,1174 2.95,172 1.55,69 1.05,39 0.84,36 1.08,24 0.99,20 1.07,40 3.25,21 3.47,24 7.85,8 4.67,2 1.55,0 0.00,5 68.37
20210416,47.650,4505 1.26,1187 2.97,176 1.57,72 1.09,41 0.87,34 1.03,23 0.95,21 1.13,41 3.29,22 3.59,23 7.60,8 4.67,2 1.55,0 0.00,5 68.37
20210409,48.200,4516 1.26,1185 2.98,173 1.55,78 1.19,39 0.84,34 1.01,25 1.03,21 1.13,41 3.35,21 3.43,23 7.60,8 4.65,2 1.55,0 0.00,5 68.37
20210401,49.5,4531 1.27,1175 2.93,169 1.51,79 1.21,40 0.86,35 1.04,26 1.07,22 1.20,41 3.34,21 3.43,23 7.55,8 4.61,2 1.55,0 0.00,5 68.37
