20220325,32.400,47476 0.88,51049 9.52,11200 7.14,3602 3.69,2298 3.44,2016 4.20,868 2.52,614 2.35,996 5.88,457 5.24,185 4.20,52 2.09,19 1.10,19 1.41,74 46.27
20220318,31.75,47452 0.88,50878 9.49,11139 7.10,3639 3.73,2303 3.44,2029 4.23,857 2.49,619 2.37,1001 5.92,459 5.22,193 4.37,53 2.12,24 1.39,20 1.50,72 45.67
20220311,31.75,47329 0.89,50747 9.46,11131 7.09,3654 3.75,2296 3.43,2029 4.23,868 2.52,618 2.36,994 5.89,459 5.24,199 4.48,53 2.12,20 1.15,24 1.80,72 45.51
20220304,33.049,47224 0.89,50318 9.37,11052 7.04,3623 3.72,2276 3.40,2012 4.20,892 2.59,626 2.39,990 5.89,453 5.22,196 4.37,54 2.14,19 1.09,21 1.59,73 46.03
20220225,33.549,47160 0.89,50172 9.34,10928 6.95,3622 3.71,2267 3.39,2012 4.20,906 2.63,638 2.45,979 5.85,464 5.36,197 4.45,52 2.09,22 1.28,17 1.27,73 46.08
20220218,33.950,47009 0.89,50366 9.37,10997 7.00,3631 3.72,2276 3.40,1982 4.13,927 2.69,637 2.44,980 5.84,478 5.53,193 4.34,58 2.34,19 1.12,17 1.27,74 45.87
20220211,33.75,46963 0.89,50202 9.36,11054 7.04,3641 3.74,2266 3.38,1993 4.15,916 2.66,637 2.44,975 5.81,479 5.55,195 4.43,55 2.21,20 1.14,18 1.33,72 45.82
20220128,,46923 0.89,50361 9.40,11082 7.05,3653 3.75,2271 3.39,1999 4.17,924 2.69,631 2.42,974 5.79,483 5.57,195 4.38,56 2.24,19 1.10,19 1.41,72 45.69
20220122,,46905 0.89,50506 9.41,11061 7.04,3652 3.75,2235 3.33,2006 4.18,927 2.70,628 2.41,977 5.81,480 5.57,198 4.49,52 2.11,23 1.35,19 1.40,69 45.49
20220114,,46924 0.89,50914 9.49,11067 7.05,3651 3.74,2260 3.37,2012 4.19,933 2.71,644 2.47,980 5.83,468 5.41,199 4.52,50 2.01,20 1.14,22 1.63,70 45.47
20220107,33.799,47019 0.90,50979 9.47,10987 7.01,3639 3.73,2234 3.33,1998 4.16,917 2.67,653 2.51,974 5.81,458 5.30,198 4.50,51 2.04,19 1.11,23 1.71,69 45.68
20211230,35.200,47076 0.90,51578 9.55,10995 7.01,3627 3.72,2217 3.30,2007 4.18,907 2.63,647 2.48,971 5.76,467 5.37,191 4.33,45 1.81,20 1.14,22 1.65,73 46.08
20211224,33.799,47067 0.90,52655 9.76,11238 7.17,3700 3.80,2261 3.37,2044 4.26,927 2.69,650 2.49,1005 5.97,462 5.32,193 4.32,48 1.92,23 1.31,21 1.57,69 45.06
20211217,34.099,47102 0.90,52398 9.70,11174 7.14,3707 3.80,2266 3.38,2075 4.34,913 2.65,656 2.51,999 5.92,465 5.33,201 4.51,46 1.87,20 1.17,23 1.74,70 44.97
20211210,33.400,47000 0.90,52694 9.83,11331 7.21,3825 3.93,2333 3.48,2079 4.34,933 2.72,668 2.55,1010 6.00,475 5.45,206 4.68,46 1.88,20 1.17,23 1.74,67 44.05
20211203,32.200,47052 0.90,52572 9.82,11317 7.18,3866 3.96,2331 3.47,2064 4.30,931 2.71,667 2.55,1011 6.00,472 5.38,208 4.73,45 1.83,20 1.17,23 1.72,67 44.20
20211126,,47053 0.90,52545 9.75,11167 7.10,3806 3.90,2287 3.40,2058 4.28,930 2.70,646 2.47,1007 5.96,473 5.44,208 4.65,42 1.68,24 1.40,21 1.60,69 44.70
20211119,34.400,46776 0.90,48867 9.13,10837 6.83,3829 3.91,2327 3.45,2018 4.16,960 2.78,654 2.50,1032 6.10,486 5.56,206 4.59,52 2.09,22 1.31,20 1.53,72 45.09, -78,000
20211112,29.700,46786 0.90,48976 9.15,10972 6.86,3877 3.95,2278 3.36,2060 4.23,966 2.80,669 2.55,1040 6.13,488 5.60,210 4.65,61 2.45,20 1.16,25 1.90,68 44.25
20211105,28.899,46814 0.90,49411 9.23,11038 6.90,3880 3.95,2309 3.41,2088 4.29,956 2.77,661 2.52,1045 6.15,477 5.44,213 4.72,60 2.42,21 1.23,26 1.96,68 44.03
20211029,28.75,46857 0.90,49825 9.31,11123 6.96,3917 3.99,2328 3.44,2078 4.27,973 2.83,668 2.54,1038 6.13,480 5.47,211 4.69,61 2.48,25 1.50,25 1.89,67 43.53
