20220401,29.149,1905 0.21,3157 5.21,645 3.91,221 2.16,162 2.30,152 3.07,69 1.89,34 1.20,118 6.35,46 5.00,19 4.48,10 3.72,9 4.94,2 1.26,15 54.20
20211224,28.75,1889 0.21,3207 5.28,641 3.86,232 2.28,165 2.36,147 2.96,72 1.98,38 1.35,118 6.42,44 4.77,19 4.25,9 3.37,8 4.44,2 1.26,18 55.15
20211217,28.950,1895 0.21,3220 5.30,635 3.83,231 2.27,164 2.34,152 3.06,70 1.93,36 1.28,118 6.38,45 4.85,19 4.24,9 3.40,8 4.44,2 1.27,18 55.15
20211210,29.700,1894 0.21,3223 5.32,648 3.91,227 2.23,162 2.31,153 3.06,70 1.93,35 1.24,119 6.45,44 4.69,20 4.40,9 3.40,8 4.44,2 1.28,18 55.04
20211203,29.200,1886 0.21,3283 5.43,648 3.91,229 2.25,168 2.41,155 3.12,71 1.95,36 1.27,118 6.42,45 4.89,20 4.51,8 2.95,8 4.43,2 1.30,18 54.91
20211126,28.399,1892 0.21,3330 5.51,659 3.98,231 2.27,170 2.44,155 3.11,73 2.01,37 1.30,118 6.39,45 4.88,20 4.42,7 2.48,9 4.90,2 1.31,18 54.70
20211119,29.100,1898 0.21,3379 5.57,676 4.09,231 2.27,173 2.49,153 3.08,77 2.11,34 1.20,118 6.39,45 4.83,19 4.17,8 2.83,9 4.88,2 1.33,18 54.46
20211112,27.950,1900 0.21,3486 5.77,692 4.16,234 2.31,174 2.51,162 3.26,77 2.10,37 1.31,116 6.22,45 4.83,20 4.43,8 2.94,8 4.38,2 1.35,18 54.13
20211105,27.100,1904 0.21,3519 5.84,705 4.25,235 2.32,180 2.59,156 3.14,83 2.27,35 1.25,114 6.15,46 5.00,20 4.35,8 2.94,8 4.38,2 1.37,18 53.86
20211029,26.25,1905 0.21,3548 5.89,707 4.26,236 2.33,178 2.57,157 3.16,81 2.21,36 1.28,114 6.17,47 5.04,20 4.35,8 2.94,8 4.38,2 1.39,18 53.74
20211022,25.649,1903 0.21,3532 5.84,711 4.27,247 2.45,177 2.56,157 3.16,82 2.24,36 1.28,116 6.30,44 4.71,20 4.46,8 2.94,8 4.38,2 1.39,18 53.74
20211015,25.200,1901 0.21,3548 5.88,712 4.29,237 2.34,178 2.57,156 3.15,81 2.21,37 1.32,116 6.33,44 4.71,20 4.46,8 2.94,8 4.38,2 1.39,18 53.74
20211008,,1903 0.21,3539 5.85,715 4.31,240 2.37,179 2.58,155 3.13,81 2.20,36 1.29,117 6.39,43 4.63,19 4.13,9 3.31,8 4.38,2 1.39,18 53.74
20211001,24.799,1904 0.21,3541 5.85,716 4.32,241 2.38,182 2.62,156 3.16,80 2.17,37 1.33,116 6.30,43 4.63,19 4.14,9 3.30,8 4.38,2 1.39,18 53.74
20210924,,1910 0.21,3530 5.85,721 4.36,240 2.38,180 2.59,158 3.19,81 2.20,37 1.33,115 6.28,43 4.63,19 4.10,9 3.29,8 4.38,2 1.39,18 53.74
20210917,25.049,1912 0.21,3526 5.83,722 4.36,241 2.39,179 2.58,157 3.17,80 2.17,38 1.37,115 6.28,43 4.63,19 4.11,9 3.32,8 4.38,2 1.39,18 53.74
20210911,,1913 0.21,3514 5.80,721 4.35,243 2.41,179 2.57,160 3.24,78 2.12,40 1.44,113 6.18,43 4.63,19 4.12,9 3.35,8 4.38,2 1.39,18 53.74
20210903,25.450,1914 0.21,3503 5.79,711 4.29,244 2.42,176 2.53,161 3.25,77 2.10,42 1.50,112 6.09,44 4.72,19 4.12,9 3.40,8 4.38,2 1.39,18 53.74
20210827,24.899,1909 0.21,3499 5.78,713 4.30,245 2.42,173 2.48,157 3.17,79 2.15,43 1.54,111 6.01,45 4.83,19 4.12,9 3.40,8 4.38,2 1.39,18 53.74
20210820,24.899,1910 0.21,3489 5.77,716 4.32,243 2.39,173 2.49,156 3.15,81 2.21,40 1.44,113 6.09,45 4.83,19 4.12,9 3.39,8 4.38,2 1.39,18 53.74
20210813,25.149,1915 0.21,3475 5.75,710 4.27,246 2.42,172 2.48,158 3.19,81 2.21,39 1.40,114 6.16,46 4.92,19 4.11,9 3.29,8 4.38,2 1.39,18 53.74
20210806,25.100,1919 0.22,3457 5.72,717 4.31,248 2.44,170 2.44,159 3.20,80 2.19,39 1.40,112 6.02,49 5.22,18 3.98,9 3.29,8 4.38,2 1.39,18 53.74
20210730,24.899,1917 0.22,3465 5.72,714 4.29,249 2.45,170 2.45,153 3.08,82 2.25,38 1.36,112 6.05,49 5.18,18 3.98,9 3.29,8 4.38,2 1.39,18 53.86
20210723,25.799,1922 0.22,3463 5.72,713 4.30,249 2.45,172 2.48,153 3.08,80 2.19,41 1.47,110 5.93,49 5.19,18 3.99,9 3.29,8 4.38,2 1.39,18 53.86
20210716,25.700,1917 0.22,3482 5.74,716 4.31,252 2.49,173 2.49,155 3.11,82 2.24,40 1.43,110 5.91,48 5.09,18 3.98,9 3.29,8 4.38,2 1.39,18 53.86
20210709,25.049,1924 0.22,3486 5.77,715 4.31,254 2.50,167 2.40,155 3.12,84 2.30,40 1.43,110 5.90,48 5.09,18 3.98,9 3.29,8 4.38,2 1.39,18 53.86
20210702,24.950,1922 0.22,3487 5.76,711 4.28,252 2.48,170 2.45,152 3.04,83 2.27,38 1.35,112 6.02,49 5.18,18 3.98,9 3.29,9 5.00,1 0.75,18 53.86
20210625,,1925 0.22,3477 5.75,719 4.33,248 2.44,171 2.46,152 3.05,82 2.25,38 1.35,112 6.04,47 4.98,19 4.19,9 3.26,9 5.00,1 0.75,18 53.86
20210618,25.100,1932 0.22,3485 5.77,719 4.33,247 2.43,167 2.40,150 3.00,86 2.36,38 1.35,112 6.05,48 5.14,19 4.27,10 3.58,9 5.00,1 0.75,18 53.29
20210611,25.149,1937 0.22,3476 5.76,718 4.32,246 2.42,167 2.41,149 2.99,84 2.31,40 1.42,112 6.06,48 5.14,19 4.27,10 3.58,9 5.00,1 0.75,18 53.29
20210604,,1937 0.22,3483 5.77,715 4.30,250 2.46,166 2.39,149 2.99,84 2.31,39 1.38,111 6.00,49 5.22,19 4.27,10 3.57,9 5.00,1 0.75,18 53.29
20210528,24.899,1937 0.22,3477 5.76,712 4.27,252 2.48,170 2.44,148 2.97,83 2.27,42 1.49,108 5.84,50 5.29,19 4.27,10 3.57,9 5.00,1 0.75,18 53.29
20210521,24.649,1947 0.22,3469 5.75,715 4.29,251 2.47,169 2.43,149 2.99,82 2.24,41 1.46,108 5.82,51 5.37,19 4.27,10 3.57,9 4.99,1 0.75,18 53.29
20210514,24.5,1952 0.22,3488 5.79,719 4.32,249 2.46,168 2.41,152 3.05,79 2.16,42 1.49,109 5.88,50 5.27,19 4.27,10 3.57,9 4.99,1 0.75,18 53.29
20210507,25.5,1955 0.22,3513 5.81,733 4.42,247 2.44,167 2.39,150 3.02,80 2.20,43 1.53,106 5.70,49 5.15,20 4.44,10 3.57,9 4.99,1 0.75,18 53.29
20210429,26.450,1954 0.22,3525 5.83,721 4.34,241 2.37,169 2.41,148 2.98,85 2.32,41 1.47,108 5.82,49 5.18,21 4.72,9 3.21,9 4.99,1 0.75,18 53.29
20210423,,1956 0.22,3539 5.84,720 4.35,247 2.44,171 2.43,152 3.05,83 2.27,43 1.53,110 5.99,46 4.81,21 4.74,9 3.21,9 4.99,1 0.75,18 53.29
20210416,26.799,1951 0.22,3571 5.93,723 4.37,249 2.46,170 2.44,151 3.02,87 2.38,42 1.49,108 5.82,48 4.93,21 4.64,9 3.21,9 4.98,1 0.75,18 53.29
20210409,27.149,1958 0.22,3616 6.00,714 4.31,255 2.52,169 2.42,146 2.92,87 2.39,47 1.67,105 5.65,48 4.93,21 4.70,9 3.21,9 4.98,1 0.75,18 53.27
20210401,27.049,1957 0.22,3625 6.02,718 4.35,256 2.53,166 2.38,146 2.93,86 2.36,46 1.63,105 5.64,50 5.16,20 4.53,9 3.21,9 4.98,1 0.75,18 53.25
