20220401,29.149,1905 0.21,3157 5.21,645 3.91,221 2.16,162 2.30,152 3.07,69 1.89,34 1.20,118 6.35,46 5.00,19 4.48,10 3.72,9 4.94,2 1.26,15 54.20
20220325,28.399,1900 0.21,3135 5.18,638 3.86,227 2.22,160 2.28,147 2.97,71 1.95,34 1.20,119 6.46,45 4.92,19 4.53,9 3.27,8 4.41,2 1.26,17 55.23
20220318,28.5,1899 0.21,3138 5.18,636 3.84,230 2.25,160 2.28,151 3.05,67 1.84,34 1.21,120 6.54,44 4.84,19 4.52,9 3.26,8 4.41,2 1.26,17 55.23
20220311,27.799,1900 0.21,3153 5.22,635 3.85,231 2.27,160 2.27,155 3.11,68 1.87,35 1.24,119 6.48,43 4.74,19 4.51,9 3.25,8 4.41,2 1.26,17 55.23
20220304,,1894 0.21,3155 5.22,639 3.87,233 2.29,157 2.24,155 3.12,71 1.96,34 1.21,118 6.43,43 4.74,19 4.45,9 3.28,8 4.41,2 1.26,17 55.23
20220225,27.5,1890 0.21,3164 5.24,635 3.84,231 2.27,159 2.27,155 3.13,71 1.97,35 1.24,117 6.38,43 4.74,19 4.41,9 3.32,8 4.41,2 1.26,17 55.23
20220218,28.100,1894 0.21,3174 5.25,633 3.83,232 2.29,159 2.27,154 3.11,68 1.88,40 1.43,117 6.36,44 4.88,18 4.21,9 3.32,8 4.41,2 1.26,17 55.23
20220211,27.950,1895 0.21,3180 5.25,636 3.85,232 2.29,158 2.25,151 3.05,68 1.88,39 1.39,117 6.38,44 4.87,18 4.21,8 2.93,9 4.89,2 1.26,17 55.23
20220128,,1892 0.21,3169 5.23,635 3.83,236 2.33,155 2.21,155 3.14,69 1.91,38 1.36,117 6.35,44 4.83,18 4.21,8 2.93,9 4.90,2 1.26,17 55.23
20220122,,1893 0.21,3188 5.26,640 3.87,235 2.31,157 2.24,150 3.02,70 1.93,36 1.28,120 6.48,44 4.82,18 4.20,8 2.93,9 4.90,2 1.26,17 55.23
20220114,28.25,1890 0.21,3201 5.28,634 3.82,235 2.31,160 2.28,149 3.00,70 1.93,36 1.28,121 6.58,43 4.76,18 4.16,9 3.40,8 4.42,2 1.26,17 55.23
20220107,28.600,1896 0.21,3199 5.27,635 3.83,236 2.32,166 2.37,148 2.98,69 1.90,38 1.35,119 6.50,43 4.68,19 4.31,9 3.37,8 4.42,2 1.26,18 55.15
20211230,28.850,1888 0.21,3203 5.27,638 3.86,234 2.30,166 2.37,145 2.92,71 1.95,38 1.35,119 6.51,43 4.68,19 4.30,9 3.36,8 4.44,2 1.26,18 55.15
