20220408,46.099,12853 0.15,1447 1.49,184 0.75,69 0.47,45 0.44,45 0.62,29 0.56,27 0.67,43 1.65,45 3.68,39 5.91,13 3.48,7 2.57,3 1.42,24 76.07
20220401,42.5,12850 0.15,1427 1.48,187 0.76,68 0.46,43 0.42,48 0.65,27 0.53,29 0.72,44 1.68,44 3.58,39 5.95,13 3.48,7 2.57,3 1.43,24 76.07
20220325,42.549,12843 0.15,1422 1.47,189 0.77,69 0.47,43 0.42,47 0.64,28 0.55,29 0.72,43 1.66,44 3.58,39 5.95,13 3.48,7 2.57,3 1.43,24 76.07
20220318,42.799,12851 0.15,1426 1.47,190 0.78,68 0.46,43 0.42,46 0.63,29 0.57,30 0.75,42 1.63,44 3.58,39 5.95,13 3.48,7 2.57,3 1.43,24 76.07
20220311,42.200,12864 0.15,1424 1.47,193 0.79,66 0.45,45 0.44,46 0.63,29 0.57,29 0.73,42 1.64,44 3.57,39 5.95,14 3.72,7 2.57,4 1.93,23 75.33
20220304,42.849,12860 0.15,1423 1.48,191 0.78,65 0.44,43 0.42,46 0.63,31 0.60,29 0.73,42 1.64,44 3.57,39 5.95,14 3.72,7 2.57,5 2.43,22 74.82
20220225,42.900,12852 0.15,1419 1.47,194 0.80,65 0.44,43 0.42,46 0.62,31 0.61,28 0.70,42 1.66,44 3.57,39 5.95,14 3.72,7 2.57,5 2.43,22 74.82
20220218,42.299,12845 0.14,1400 1.45,192 0.79,66 0.45,44 0.43,45 0.61,30 0.59,29 0.73,41 1.61,45 3.63,39 5.96,14 3.72,7 2.57,5 2.43,22 74.82
20220211,42.200,12822 0.14,1388 1.45,189 0.78,66 0.45,44 0.43,44 0.60,31 0.60,28 0.70,42 1.64,45 3.63,39 5.96,14 3.72,7 2.57,5 2.43,22 74.82
20220128,,12813 0.14,1395 1.46,189 0.77,67 0.46,43 0.42,44 0.60,32 0.62,27 0.68,43 1.67,45 3.63,39 5.94,14 3.72,7 2.57,5 2.43,22 74.82
20220122,,12818 0.14,1394 1.46,186 0.76,68 0.46,43 0.42,44 0.60,31 0.61,28 0.70,43 1.68,45 3.62,39 5.94,14 3.72,7 2.57,5 2.43,22 74.81
20220114,42.150,12829 0.14,1386 1.45,187 0.77,67 0.46,43 0.42,45 0.61,31 0.60,28 0.70,43 1.69,45 3.62,39 5.94,14 3.72,7 2.57,5 2.43,22 74.80
20220107,42.25,12840 0.14,1398 1.47,187 0.77,65 0.44,43 0.42,46 0.63,30 0.59,28 0.70,43 1.69,45 3.62,39 5.94,14 3.72,7 2.57,5 2.43,22 74.80
20211230,42.799,12862 0.14,1390 1.46,187 0.77,65 0.44,43 0.42,46 0.63,30 0.59,28 0.70,43 1.69,45 3.62,39 5.95,14 3.72,7 2.57,5 2.43,22 74.80
20211224,42.400,12865 0.14,1404 1.48,186 0.76,65 0.44,43 0.42,47 0.64,30 0.59,27 0.68,44 1.74,44 3.56,39 5.95,14 3.72,7 2.57,5 2.43,22 74.80
20211217,42.049,12866 0.14,1400 1.48,183 0.75,64 0.44,44 0.43,47 0.64,30 0.59,26 0.65,45 1.77,44 3.56,40 6.07,13 3.48,7 2.57,4 1.96,23 75.39
20211210,42.849,12882 0.14,1404 1.48,183 0.75,64 0.44,44 0.43,49 0.67,29 0.57,26 0.65,45 1.77,44 3.56,40 6.07,13 3.48,7 2.57,4 1.96,23 75.38
20211203,42.599,12917 0.14,1410 1.49,184 0.75,64 0.44,44 0.43,48 0.65,30 0.59,27 0.68,44 1.74,44 3.56,40 6.07,13 3.48,7 2.57,4 1.96,23 75.38
20211126,43.150,12936 0.15,1414 1.49,186 0.76,66 0.45,42 0.41,48 0.65,30 0.59,27 0.68,44 1.74,44 3.56,40 6.07,13 3.48,7 2.57,4 1.96,23 75.37
20211119,43.150,12936 0.14,1426 1.50,187 0.77,65 0.44,41 0.40,47 0.64,31 0.60,27 0.68,44 1.74,44 3.56,40 6.06,13 3.48,7 2.57,4 1.96,23 75.37
20211112,42.950,12957 0.15,1441 1.54,185 0.77,69 0.47,38 0.37,47 0.64,32 0.62,28 0.71,44 1.73,44 3.56,40 6.06,13 3.48,7 2.57,4 1.96,23 75.30
20211105,43.299,12956 0.15,1476 1.58,189 0.79,68 0.47,41 0.40,46 0.63,32 0.63,28 0.71,44 1.73,45 3.67,39 5.95,13 3.48,7 2.57,4 1.96,23 75.23
20211029,43.5,12973 0.14,1521 1.61,192 0.80,66 0.45,42 0.41,47 0.64,31 0.61,28 0.71,44 1.73,45 3.67,39 5.95,13 3.48,7 2.57,4 1.96,23 75.19
20211022,43.099,12976 0.14,1567 1.65,196 0.82,65 0.44,42 0.41,46 0.62,30 0.59,29 0.73,44 1.72,45 3.67,39 5.95,13 3.48,7 2.57,4 1.96,23 75.17
20211015,41.650,12978 0.14,1556 1.64,196 0.82,67 0.46,40 0.39,46 0.63,33 0.65,27 0.68,44 1.73,45 3.67,39 5.95,13 3.48,7 2.57,4 1.96,23 75.16
20211008,43.700,12969 0.14,1588 1.66,203 0.85,67 0.46,40 0.39,42 0.58,32 0.63,28 0.70,44 1.73,45 3.67,39 5.94,13 3.48,7 2.57,4 1.96,23 75.16
20211001,44.099,12931 0.14,1533 1.60,189 0.78,66 0.45,41 0.40,44 0.60,31 0.61,26 0.66,46 1.81,46 3.72,39 5.94,13 3.48,7 2.57,4 1.96,23 75.20
20210924,43.650,12898 0.14,1082 1.19,173 0.71,61 0.42,40 0.39,48 0.65,30 0.59,26 0.65,44 1.77,46 3.75,37 5.69,13 3.48,8 2.95,4 1.95,23 75.60
20210917,42.599,12895 0.14,1066 1.17,169 0.69,63 0.43,39 0.38,48 0.65,31 0.61,26 0.65,44 1.77,46 3.75,37 5.69,13 3.48,8 2.95,4 1.95,23 75.60
