20220408,30.200,19770 1.32,4040 6.76,523 3.29,136 1.45,105 1.61,95 2.01,44 1.32,40 1.56,51 3.07,34 3.94,14 3.62,3 1.30,4 2.33,1 0.68,17 65.64
20220401,28.899,19741 1.32,4052 6.78,527 3.31,138 1.47,105 1.61,93 1.98,47 1.40,37 1.45,51 3.04,34 3.92,14 3.61,3 1.30,4 2.34,1 0.68,17 65.72
20220325,28.100,19762 1.31,4073 6.81,525 3.30,140 1.49,107 1.64,89 1.89,49 1.47,37 1.45,51 3.02,35 4.12,13 3.37,3 1.30,4 2.35,1 0.68,17 65.73
20220318,27.799,19746 1.30,4076 6.80,526 3.30,140 1.49,108 1.65,89 1.89,51 1.53,37 1.45,51 2.98,35 4.10,13 3.37,3 1.29,4 2.34,1 0.68,17 65.72
20220311,27.299,19737 1.29,4047 6.76,529 3.32,146 1.56,107 1.64,90 1.91,51 1.51,37 1.45,51 3.04,34 3.99,13 3.38,3 1.30,4 2.35,1 0.68,17 65.75
20220304,28.149,19599 1.23,3998 6.62,522 3.28,148 1.58,109 1.67,91 1.93,50 1.50,37 1.45,53 3.20,34 3.98,13 3.39,3 1.30,4 2.37,1 0.68,17 65.76
20220225,27.850,19558 1.23,3976 6.55,530 3.33,148 1.58,110 1.68,91 1.91,48 1.44,37 1.45,54 3.19,32 3.76,14 3.67,3 1.30,4 2.37,1 0.68,17 65.78
20220218,29.5,19364 1.20,3975 6.53,531 3.34,143 1.53,109 1.67,96 2.01,44 1.32,38 1.48,56 3.33,30 3.54,14 3.64,3 1.30,4 2.40,1 0.68,17 65.93
20220211,30.799,19305 1.19,3988 6.57,517 3.28,144 1.55,108 1.64,96 2.02,44 1.32,38 1.49,57 3.47,27 3.26,14 3.48,4 1.67,4 2.41,1 0.68,17 65.91
20220128,,19345 1.19,4020 6.63,515 3.28,139 1.49,111 1.69,97 2.04,39 1.17,39 1.53,55 3.30,29 3.39,16 3.96,3 1.30,4 2.40,1 0.68,17 65.86
20220122,,19371 1.19,3820 6.32,525 3.31,142 1.52,106 1.62,101 2.14,39 1.17,33 1.29,57 3.39,29 3.44,15 3.79,4 1.64,4 2.47,1 0.68,17 65.95
20220114,32.25,19379 1.19,3840 6.33,527 3.32,141 1.51,111 1.70,97 2.06,36 1.07,35 1.37,58 3.43,29 3.44,15 3.79,4 1.64,4 2.47,1 0.68,17 65.92
20220107,30.850,19364 1.19,3875 6.42,529 3.34,135 1.45,105 1.60,95 2.04,35 1.04,36 1.42,59 3.51,28 3.38,14 3.46,5 1.99,4 2.50,1 0.68,17 65.89
20211230,29.899,19323 1.19,3736 6.22,519 3.26,138 1.47,110 1.68,93 1.99,32 0.96,38 1.48,60 3.55,28 3.43,14 3.41,4 1.62,5 3.10,1 0.68,17 65.88
20211224,28.450,19269 1.37,3697 7.10,516 3.75,143 1.76,108 1.91,89 2.20,35 1.21,36 1.63,62 4.27,28 3.99,15 4.32,3 1.48,4 2.88,2 1.58,17 60.47
20211217,28.25,19178 1.35,3705 7.11,519 3.77,141 1.74,109 1.93,91 2.26,34 1.18,34 1.55,64 4.44,27 3.86,15 4.31,3 1.48,4 2.90,2 1.59,17 60.46
20211210,28.950,19054 1.34,3675 7.04,527 3.84,142 1.76,105 1.86,93 2.29,37 1.29,33 1.49,61 4.22,29 4.04,15 4.30,3 1.48,4 2.90,2 1.59,17 60.47
20211203,28.799,19015 1.33,3669 7.02,527 3.84,142 1.76,105 1.86,95 2.35,37 1.29,31 1.41,61 4.17,31 4.33,14 4.09,3 1.48,4 2.89,2 1.62,17 60.47
20211126,,18961 1.33,3628 6.96,524 3.81,154 1.91,108 1.91,89 2.21,38 1.31,33 1.51,60 4.10,30 4.32,14 4.19,3 1.48,4 2.81,2 1.64,17 60.45
20211119,28.299,18922 1.32,3633 6.99,531 3.88,147 1.81,114 2.01,87 2.16,39 1.35,36 1.62,59 4.00,28 4.05,14 4.02,4 1.87,4 2.77,2 1.66,17 60.42
20211112,27.950,18876 1.30,3563 6.86,525 3.82,143 1.76,120 2.11,88 2.18,41 1.43,35 1.59,57 3.87,30 4.43,14 4.24,3 1.48,4 2.75,2 1.67,17 60.42
20211105,28.450,18834 1.28,3550 6.83,525 3.83,144 1.78,120 2.12,88 2.18,40 1.39,35 1.58,57 3.85,28 4.03,16 4.74,4 2.06,3 2.16,2 1.67,17 60.42
20211029,28.700,18821 1.28,3549 6.82,521 3.80,142 1.74,123 2.17,89 2.21,40 1.40,35 1.59,56 3.79,28 4.02,16 4.79,4 2.07,3 2.16,2 1.69,17 60.41
20211022,,18797 1.27,3542 6.82,525 3.82,141 1.73,123 2.17,87 2.16,38 1.32,33 1.49,60 4.05,29 4.10,15 4.59,3 1.48,4 2.84,2 1.69,17 60.40
20211015,,18791 1.27,3564 6.87,528 3.86,137 1.68,123 2.17,90 2.25,41 1.43,31 1.41,60 4.11,28 4.05,15 4.57,4 2.02,3 2.16,2 1.69,17 60.38
20211008,27.600,18769 1.26,3568 6.89,527 3.85,137 1.68,122 2.14,92 2.30,41 1.44,30 1.37,60 4.11,28 4.05,15 4.57,4 2.03,3 2.16,2 1.69,17 60.37
20211001,27.399,18756 1.26,3560 6.86,532 3.89,141 1.74,122 2.15,90 2.25,39 1.36,33 1.51,59 4.00,32 4.63,13 4.06,4 2.04,3 2.16,2 1.69,17 60.33
20210924,27.399,18725 1.26,3581 6.90,529 3.87,145 1.79,119 2.10,91 2.27,39 1.36,32 1.46,60 4.08,31 4.43,14 4.37,4 1.86,3 2.16,2 1.69,17 60.33
20210917,27.399,18721 1.25,3568 6.88,530 3.87,146 1.79,120 2.11,92 2.29,38 1.33,31 1.41,59 4.04,32 4.52,14 4.36,4 1.86,3 2.16,2 1.69,17 60.34
20210911,,18713 1.25,3550 6.86,522 3.82,144 1.77,119 2.10,91 2.27,42 1.47,31 1.42,62 4.26,26 3.93,15 4.55,3 1.46,4 2.75,2 1.64,17 60.39
20210903,29.100,18675 1.23,3551 6.89,511 3.75,151 1.86,120 2.12,87 2.18,39 1.36,39 1.78,59 4.07,26 3.82,15 4.43,4 1.88,4 2.75,2 1.64,17 60.16
20210827,29.5,18653 1.23,3560 6.90,519 3.81,151 1.86,122 2.16,86 2.15,41 1.44,35 1.58,61 4.20,27 4.03,15 4.67,4 2.05,3 2.16,2 1.64,17 60.04
20210820,29.850,18649 1.23,3582 6.94,517 3.80,154 1.89,124 2.19,87 2.18,43 1.51,32 1.46,61 4.22,25 3.75,16 4.89,4 2.04,3 2.16,2 1.64,16 60.02
20210813,,18650 1.23,3611 6.97,521 3.85,150 1.84,122 2.17,91 2.27,42 1.47,32 1.45,61 4.27,27 4.00,16 4.84,3 1.46,4 2.75,2 1.64,16 59.69
20210806,30.25,18634 1.23,3649 7.04,519 3.85,151 1.85,122 2.16,89 2.22,43 1.50,32 1.46,61 4.27,27 4.00,17 5.11,4 2.03,3 2.16,2 1.64,16 59.40
20210730,30.049,18629 1.23,3667 7.07,524 3.86,150 1.84,123 2.18,87 2.18,44 1.53,33 1.50,60 4.21,29 4.24,16 4.86,4 2.01,3 2.16,2 1.64,16 59.40
20210723,31.399,18662 1.23,3699 7.15,529 3.91,146 1.79,124 2.20,87 2.19,44 1.54,31 1.41,58 4.03,29 4.18,17 5.13,4 1.98,3 2.16,2 1.65,16 59.37
20210716,31.149,18709 1.24,3749 7.25,523 3.88,144 1.76,123 2.18,91 2.29,42 1.46,31 1.41,59 4.09,28 4.08,16 4.76,5 2.35,3 2.16,2 1.66,16 59.36
20210709,,18719 1.23,3721 7.21,529 3.95,154 1.89,119 2.12,89 2.23,41 1.43,30 1.37,58 4.00,29 4.20,15 4.38,6 2.73,3 2.16,2 1.66,16 59.36
20210702,29.600,18730 1.23,3653 7.11,518 3.83,160 1.97,109 1.92,91 2.29,39 1.36,34 1.56,58 4.00,25 3.66,17 4.92,5 2.30,4 2.85,2 1.71,16 59.21
20210625,29.5,18746 1.23,3632 7.07,518 3.83,154 1.89,110 1.94,91 2.29,42 1.47,33 1.51,58 4.02,25 3.74,16 4.66,5 2.32,3 2.15,3 2.68,16 59.14
20210618,29.649,18738 1.21,3627 7.04,526 3.90,149 1.83,110 1.95,94 2.36,43 1.51,33 1.50,58 4.03,26 3.86,16 4.60,5 2.32,3 2.14,2 1.71,17 59.96
20210611,,18782 1.21,3621 7.01,524 3.87,151 1.86,112 1.99,93 2.33,45 1.58,32 1.46,57 3.93,29 4.31,16 4.62,4 1.89,3 2.14,2 1.71,17 60.03
20210604,28.200,18780 1.20,3631 7.04,522 3.86,152 1.87,113 2.00,91 2.27,44 1.53,32 1.46,58 4.00,30 4.44,15 4.35,4 1.89,3 2.13,2 1.71,17 60.17
