20220325,21.950,3175 0.16,3920 2.48,812 1.91,287 1.08,182 1.01,180 1.38,72 0.76,70 0.98,138 3.13,94 3.95,51 4.29,21 2.96,11 2.20,3 0.81,43 72.83
20220318,21.899,3183 0.16,3946 2.51,818 1.92,281 1.05,188 1.04,173 1.33,69 0.73,70 0.98,144 3.24,98 4.15,54 4.62,20 2.87,10 2.01,4 1.06,42 72.25
20220311,22.600,3181 0.16,3972 2.52,826 1.94,282 1.05,193 1.07,175 1.35,68 0.72,75 1.06,144 3.25,97 4.14,57 4.88,18 2.62,10 2.01,4 1.07,42 72.08
20220304,22.899,3174 0.16,3976 2.53,836 1.97,280 1.05,195 1.08,179 1.37,68 0.73,75 1.06,149 3.36,94 4.00,58 4.97,17 2.47,11 2.19,4 1.08,42 71.90
20220225,22.549,3175 0.16,3984 2.54,836 1.97,276 1.03,198 1.10,177 1.36,71 0.76,75 1.06,148 3.33,94 3.99,59 5.01,17 2.49,11 2.20,4 1.08,42 71.85
20220218,22.700,3176 0.16,3981 2.53,831 1.96,276 1.03,197 1.09,180 1.38,71 0.76,73 1.03,150 3.39,93 3.95,60 5.06,17 2.47,11 2.22,5 1.39,41 71.51
20220211,22.950,3177 0.16,3981 2.53,824 1.94,277 1.04,202 1.12,172 1.32,71 0.76,74 1.04,144 3.26,95 3.99,60 5.06,18 2.61,11 2.26,4 1.10,42 71.72
20220128,,3178 0.16,3990 2.54,830 1.95,274 1.02,202 1.12,177 1.36,71 0.76,74 1.04,146 3.31,97 4.10,59 5.03,16 2.36,11 2.24,5 1.35,42 71.58
20220122,,3181 0.16,4016 2.55,841 1.98,273 1.02,203 1.13,173 1.33,71 0.76,74 1.04,148 3.36,100 4.27,57 4.83,18 2.68,10 2.04,5 1.36,42 71.41
20220114,22.549,3177 0.16,4019 2.55,849 2.00,275 1.03,201 1.12,172 1.32,69 0.74,76 1.07,148 3.37,100 4.27,58 4.97,19 2.81,10 2.00,7 1.91,40 70.60
20220107,22.700,3191 0.16,4041 2.57,840 1.98,278 1.04,204 1.13,171 1.31,72 0.77,74 1.04,147 3.34,102 4.37,55 4.75,20 2.98,10 2.04,7 1.91,40 70.53
20211230,23.149,3186 0.16,4057 2.57,850 2.01,283 1.06,203 1.13,169 1.29,73 0.79,76 1.06,146 3.30,102 4.37,55 4.78,20 2.97,10 2.04,7 1.91,40 70.49
20211224,23.049,3191 0.16,4080 2.58,854 2.02,286 1.07,200 1.11,175 1.34,72 0.78,71 1.00,146 3.30,101 4.29,57 4.91,20 2.95,10 2.04,7 1.90,40 70.49
20211217,23.299,3197 0.16,4104 2.60,855 2.02,291 1.09,200 1.11,177 1.35,72 0.77,72 1.01,146 3.32,100 4.25,58 5.01,20 2.95,10 2.06,7 1.87,40 70.35
20211210,23.399,3207 0.16,4122 2.61,866 2.04,290 1.08,201 1.12,178 1.36,74 0.79,73 1.03,141 3.21,99 4.18,60 5.23,20 2.95,10 2.11,6 1.63,40 70.43
20211203,22.549,3205 0.16,4194 2.65,880 2.08,301 1.13,199 1.10,181 1.39,77 0.83,72 1.01,148 3.38,97 4.09,63 5.53,17 2.50,8 1.65,7 1.85,41 70.57
20211126,22.450,3213 0.16,4213 2.67,882 2.08,302 1.13,195 1.08,179 1.38,81 0.87,76 1.07,144 3.31,100 4.17,63 5.51,17 2.47,8 1.65,7 1.94,41 70.44
20211119,22.149,3208 0.16,4238 2.68,883 2.08,308 1.16,191 1.06,186 1.43,78 0.84,78 1.09,145 3.32,102 4.22,61 5.35,18 2.60,8 1.65,7 1.93,41 70.36
20211112,22.450,3215 0.16,4286 2.72,882 2.08,318 1.20,195 1.08,185 1.42,80 0.86,75 1.04,145 3.31,102 4.25,62 5.40,19 2.75,9 1.87,7 1.94,40 69.84
20211105,21.850,3223 0.16,4320 2.75,893 2.11,311 1.17,196 1.08,188 1.44,82 0.88,78 1.09,145 3.31,101 4.24,63 5.44,20 2.92,9 1.85,6 1.66,40 69.81
20211029,21.75,3223 0.16,4357 2.78,905 2.15,318 1.20,197 1.09,184 1.42,78 0.84,80 1.12,149 3.41,101 4.29,62 5.40,21 3.07,9 1.86,6 1.66,39 69.50
20211022,21.399,3224 0.16,4402 2.79,910 2.16,317 1.20,202 1.12,182 1.40,83 0.90,79 1.10,151 3.45,99 4.21,60 5.26,19 2.78,11 2.28,6 1.65,39 69.46
20211015,21.100,3224 0.16,4393 2.79,910 2.16,321 1.21,203 1.12,179 1.38,85 0.92,77 1.08,149 3.41,99 4.20,60 5.25,19 2.79,11 2.33,5 1.36,40 69.77
20211008,21.200,3223 0.16,4409 2.80,919 2.18,322 1.22,200 1.10,179 1.37,87 0.94,78 1.09,149 3.42,99 4.22,61 5.35,19 2.79,11 2.33,5 1.36,40 69.60
20211001,20.950,3230 0.16,4411 2.80,929 2.21,320 1.21,199 1.10,179 1.37,84 0.91,80 1.12,151 3.45,97 4.13,62 5.45,19 2.79,11 2.33,5 1.36,40 69.54
20210924,20.799,3234 0.16,4419 2.81,919 2.18,325 1.23,203 1.12,176 1.36,85 0.92,79 1.10,151 3.43,99 4.20,64 5.58,18 2.61,12 2.57,4 1.11,40 69.55
20210917,20.950,3237 0.16,4412 2.81,917 2.17,324 1.23,206 1.13,176 1.36,84 0.91,79 1.10,152 3.44,99 4.19,64 5.59,18 2.61,11 2.33,5 1.35,40 69.54
20210911,,3235 0.16,4399 2.81,903 2.14,325 1.23,207 1.14,176 1.36,84 0.91,83 1.16,152 3.43,99 4.16,62 5.42,19 2.76,11 2.32,5 1.35,40 69.57
20210903,21.5,3235 0.16,4405 2.81,898 2.13,327 1.24,210 1.16,172 1.33,86 0.92,82 1.15,154 3.47,97 4.08,63 5.49,19 2.77,11 2.32,5 1.35,40 69.56
20210827,21.25,3236 0.16,4418 2.82,901 2.14,331 1.25,220 1.21,165 1.28,88 0.95,82 1.15,156 3.52,97 4.09,64 5.57,20 2.90,10 2.08,5 1.35,40 69.45
20210820,21.549,3244 0.16,4391 2.79,902 2.14,333 1.26,215 1.18,165 1.28,83 0.90,89 1.25,152 3.44,101 4.27,62 5.41,19 2.75,11 2.29,6 1.64,39 69.17
20210813,22.149,3246 0.16,4394 2.79,904 2.15,341 1.29,216 1.19,167 1.29,82 0.89,87 1.22,159 3.58,96 4.05,62 5.44,21 3.00,10 2.06,6 1.67,39 69.15
20210806,21.950,3240 0.16,4373 2.78,910 2.16,343 1.30,219 1.21,170 1.32,83 0.90,85 1.19,156 3.52,96 4.08,62 5.42,22 3.20,9 1.86,6 1.68,39 69.16
20210730,21.75,3245 0.16,4359 2.77,911 2.16,340 1.29,217 1.20,166 1.29,85 0.92,84 1.18,157 3.56,95 4.03,63 5.51,20 2.86,9 1.86,6 1.68,40 69.47
20210723,22.100,3254 0.16,4348 2.77,908 2.15,340 1.29,222 1.23,162 1.26,85 0.92,84 1.18,157 3.57,95 4.03,63 5.50,20 2.88,9 1.86,6 1.68,40 69.47
20210716,21.899,3260 0.16,4352 2.77,909 2.15,338 1.28,220 1.21,164 1.27,86 0.93,84 1.18,157 3.57,96 4.05,63 5.50,20 2.88,9 1.86,6 1.68,40 69.43
20210709,21.75,3264 0.16,4363 2.78,917 2.16,336 1.27,221 1.22,165 1.29,88 0.95,83 1.16,155 3.52,98 4.14,62 5.42,20 2.88,9 1.86,6 1.68,40 69.42
20210702,21.649,3270 0.16,4387 2.79,914 2.15,338 1.28,219 1.21,169 1.31,84 0.91,84 1.17,158 3.59,96 4.07,63 5.47,20 2.88,9 1.85,6 1.68,40 69.38
20210625,21.600,3275 0.16,4396 2.80,914 2.16,338 1.28,212 1.17,169 1.31,78 0.85,87 1.21,157 3.57,97 4.10,64 5.54,20 2.88,9 1.85,6 1.66,40 69.39
20210618,21.75,3277 0.16,4405 2.81,906 2.14,337 1.27,210 1.16,168 1.30,80 0.87,86 1.20,158 3.59,98 4.10,65 5.65,19 2.75,11 2.29,4 1.12,40 69.51
