20220318,6776 0.41,6894 14.67,602 5.83,183 2.85,90 2.02,78 2.44,33 1.43,25 1.40,36 2.98,25 4.74,10 3.45,11 6.83,4 3.39,2 2.22,13 45.27
20220311,6795 0.41,6918 14.74,599 5.83,183 2.86,91 2.05,78 2.45,32 1.38,27 1.53,34 2.85,26 4.95,8 2.73,12 7.28,4 3.39,2 2.22,13 45.27
20220304,6799 0.41,6928 14.80,589 5.72,184 2.86,89 2.01,79 2.47,32 1.38,28 1.58,34 2.89,27 5.00,8 2.73,12 7.20,4 3.39,2 2.22,13 45.27
20220225,6782 0.41,6947 14.82,588 5.71,183 2.85,92 2.07,77 2.40,33 1.42,27 1.53,35 2.96,27 5.03,8 2.73,12 7.13,4 3.39,2 2.22,13 45.27
20220218,6738 0.40,6922 14.78,580 5.62,187 2.89,93 2.09,74 2.30,35 1.51,27 1.53,34 2.89,26 4.76,11 3.65,11 6.62,4 3.39,2 2.22,13 45.27
20220211,6716 0.40,6891 14.66,580 5.60,182 2.83,97 2.18,71 2.20,35 1.50,29 1.64,32 2.73,26 4.65,11 3.43,12 7.22,4 3.39,2 2.22,13 45.27
20220128,6730 0.40,6836 14.54,579 5.58,179 2.77,96 2.16,75 2.32,34 1.46,28 1.59,32 2.72,27 4.80,11 3.41,12 7.29,4 3.39,2 2.22,13 45.27
20220122,6726 0.39,6843 14.54,568 5.49,179 2.77,96 2.17,74 2.30,35 1.50,29 1.64,32 2.72,27 4.74,11 3.42,12 7.37,4 3.39,2 2.22,13 45.27
20220114,6729 0.39,6870 14.58,563 5.43,182 2.81,98 2.21,74 2.29,34 1.46,29 1.63,34 2.88,26 4.56,11 3.43,12 7.36,4 3.39,2 2.22,13 45.27
20220107,6718 0.39,6887 14.58,562 5.43,183 2.84,96 2.17,73 2.27,35 1.49,29 1.63,32 2.68,27 4.69,11 3.50,12 7.38,4 3.39,2 2.22,13 45.27
20211230,6724 0.39,6878 14.51,566 5.46,184 2.85,95 2.15,73 2.26,36 1.54,27 1.52,33 2.74,27 4.72,11 3.53,12 7.37,4 3.39,2 2.22,13 45.27
20211224,6732 0.39,6877 14.48,566 5.46,181 2.81,94 2.13,74 2.30,36 1.53,27 1.52,34 2.87,25 4.39,12 3.82,12 7.37,4 3.39,2 2.22,13 45.25
20211217,6738 0.39,6886 14.48,563 5.44,181 2.81,95 2.14,73 2.27,37 1.58,27 1.52,33 2.75,26 4.46,12 3.94,12 7.37,4 3.39,2 2.22,13 45.16
20211210,6767 0.39,6895 14.53,565 5.45,182 2.83,93 2.09,73 2.26,38 1.63,26 1.47,35 2.96,24 4.23,11 3.57,13 8.02,5 4.28,2 2.30,12 43.91
20211203,6771 0.39,6891 14.52,576 5.55,179 2.77,94 2.12,74 2.31,38 1.61,26 1.47,35 2.92,24 4.22,11 3.56,12 7.32,6 5.02,2 2.23,12 43.91
20211126,6757 0.39,6878 14.51,571 5.49,180 2.79,99 2.22,73 2.26,39 1.66,28 1.58,33 2.82,25 4.42,10 3.32,12 7.31,6 5.04,2 2.21,12 43.91
20211119,6756 0.39,6857 14.43,559 5.38,179 2.78,101 2.27,75 2.32,38 1.61,27 1.53,36 3.10,25 4.48,10 3.33,12 7.29,6 4.94,2 2.17,12 43.91
20211112,6761 0.39,6865 14.44,564 5.43,179 2.77,105 2.36,71 2.21,35 1.49,28 1.57,36 3.11,24 4.30,12 4.09,11 6.80,6 4.92,2 2.14,12 43.91
20211105,6749 0.38,6884 14.48,558 5.39,187 2.89,104 2.34,69 2.14,34 1.44,27 1.53,36 3.12,24 4.30,13 4.49,11 6.80,6 4.90,2 2.14,12 43.59
20211029,6766 0.38,6881 14.46,558 5.40,183 2.82,101 2.28,70 2.18,32 1.36,27 1.52,35 3.08,27 4.85,11 3.65,13 8.08,5 4.12,2 2.14,12 43.61
20211022,6761 0.38,6892 14.49,553 5.35,181 2.80,101 2.28,70 2.19,31 1.31,29 1.64,35 3.03,28 4.94,10 3.13,14 8.52,5 4.12,2 2.14,12 43.61
20211015,6763 0.38,6875 14.39,553 5.33,184 2.86,102 2.31,67 2.09,34 1.43,25 1.41,34 2.89,27 4.66,12 3.78,13 7.69,6 4.95,2 2.14,12 43.61
20211008,6748 0.38,6885 14.39,565 5.46,183 2.83,99 2.23,66 2.05,35 1.49,26 1.46,32 2.71,27 4.71,12 3.75,13 7.69,6 5.01,2 2.14,12 43.61
20211001,6751 0.37,6856 14.29,558 5.38,180 2.78,96 2.17,70 2.17,33 1.41,28 1.57,33 2.80,26 4.58,13 3.95,13 7.69,6 5.01,2 2.14,12 43.61
20210924,6745 0.37,6856 14.34,551 5.31,182 2.80,96 2.17,70 2.18,30 1.28,29 1.61,36 3.02,27 4.68,12 3.71,13 7.69,6 5.01,2 2.14,12 43.61
20210917,6730 0.37,6868 14.36,549 5.29,180 2.77,97 2.19,70 2.18,31 1.32,27 1.51,37 3.08,27 4.69,12 3.72,13 7.69,6 5.01,2 2.14,12 43.61
20210911,6699 0.36,6788 14.17,543 5.25,173 2.65,101 2.28,70 2.18,31 1.33,31 1.75,34 2.99,27 4.69,12 3.77,13 7.73,6 5.01,2 2.14,12 43.61
20210903,6682 0.36,6779 14.14,551 5.32,172 2.65,101 2.29,70 2.18,33 1.43,29 1.64,31 2.73,30 5.24,12 4.06,12 7.15,6 5.01,2 2.14,12 43.61
20210827,6640 0.35,6660 13.91,532 5.15,170 2.62,103 2.34,71 2.21,32 1.38,29 1.63,33 2.89,29 5.17,13 4.34,12 7.17,6 5.01,2 2.14,12 43.61
20210820,6600 0.34,6575 13.73,526 5.09,169 2.61,105 2.38,68 2.12,34 1.46,28 1.57,33 2.88,30 5.36,13 4.25,12 7.18,5 4.09,3 3.24,12 43.61
20210813,6537 0.32,6325 13.11,517 5.01,155 2.38,112 2.53,65 2.03,35 1.53,29 1.63,33 2.84,32 5.72,13 4.49,12 6.96,7 5.72,2 2.14,12 43.62, -85,000
20210806,6436 0.30,5841 12.18,488 4.77,145 2.23,111 2.51,60 1.90,31 1.34,35 1.98,38 3.21,34 6.02,10 3.43,15 8.96,5 4.29,3 3.26,12 43.56
20210730,6388 0.29,5712 12.01,496 4.85,150 2.31,108 2.44,62 1.96,35 1.51,33 1.87,36 3.07,35 5.89,12 4.30,14 8.28,5 4.32,3 3.26,12 43.56
20210723,6281 0.28,5517 11.77,504 4.93,152 2.36,106 2.40,63 2.00,37 1.60,33 1.87,39 3.30,33 5.70,14 5.20,12 7.13,4 3.40,4 4.43,12 43.56
20210716,6296 0.28,5520 11.82,503 4.91,153 2.38,110 2.49,61 1.94,35 1.51,36 2.03,39 3.45,33 5.75,11 3.88,14 8.29,5 4.34,3 3.31,12 43.56
20210709,6246 0.28,5382 11.61,501 4.89,156 2.42,105 2.36,65 2.04,34 1.46,37 2.08,42 3.66,34 5.90,13 4.58,12 7.19,4 3.47,4 4.42,12 43.56
20210702,6243 0.27,5400 11.69,499 4.87,155 2.40,105 2.36,63 1.98,35 1.51,37 2.08,42 3.65,34 5.88,13 4.58,12 7.19,4 3.47,4 4.42,12 43.56
20210625,6226 0.27,5431 11.77,493 4.83,156 2.42,105 2.36,65 2.04,35 1.50,38 2.15,44 3.90,32 5.59,13 4.46,12 7.19,4 3.47,4 4.40,12 43.55
20210618,6206 0.27,5449 11.82,499 4.88,157 2.44,104 2.34,66 2.08,35 1.51,39 2.21,43 3.83,32 5.54,13 4.39,12 7.19,4 3.47,4 4.40,12 43.55
20210611,6203 0.27,5455 11.85,495 4.85,153 2.37,106 2.39,68 2.14,34 1.47,38 2.16,43 3.82,33 5.80,12 4.18,12 7.19,4 3.47,4 4.42,12 43.55
20210604,6194 0.26,5437 11.80,496 4.85,158 2.45,104 2.34,69 2.17,33 1.43,37 2.10,43 3.83,33 5.88,12 4.17,12 7.16,4 3.50,4 4.42,12 43.55
