20220325,12.800,3749 0.37,4744 5.83,960 4.31,248 1.76,215 2.22,153 2.20,77 1.51,64 1.66,86 3.47,44 3.26,29 4.16,12 3.18,2 0.71,1 0.46,9 64.81
20220318,,3748 0.37,4765 5.85,957 4.30,249 1.78,214 2.21,152 2.20,79 1.55,65 1.68,89 3.59,41 3.11,30 4.50,7 1.93,3 1.11,2 1.00,9 64.76
20220311,12.600,3752 0.37,4832 5.93,966 4.34,252 1.80,213 2.20,151 2.19,80 1.56,67 1.74,92 3.77,37 2.80,31 4.52,7 1.93,3 1.11,2 1.00,9 64.67
20220304,12.800,3759 0.37,4916 6.02,978 4.40,248 1.77,217 2.24,144 2.08,82 1.61,65 1.69,92 3.78,39 2.95,33 4.81,7 1.94,3 1.11,2 0.94,9 64.22
20220225,12.550,3755 0.37,4961 6.05,963 4.32,252 1.80,215 2.22,150 2.16,85 1.67,62 1.62,86 3.50,39 2.95,33 4.71,8 2.18,3 1.12,1 0.46,10 64.79
20220218,,3759 0.37,5084 6.20,964 4.31,255 1.82,213 2.20,146 2.10,80 1.56,67 1.73,82 3.32,40 2.92,36 5.23,8 2.21,3 1.12,2 0.96,9 63.85
20220211,13.600,3763 0.38,5063 6.18,983 4.41,243 1.73,212 2.18,148 2.14,84 1.63,67 1.73,80 3.26,42 3.08,36 5.33,10 2.89,4 1.48,2 0.87,7 62.62
20220128,,3766 0.38,5227 6.39,1023 4.61,249 1.77,214 2.20,147 2.12,86 1.68,68 1.76,84 3.38,45 3.31,33 4.76,8 2.30,3 1.05,1 0.44,9 63.79
20220122,,3774 0.38,5198 6.33,1001 4.51,241 1.71,208 2.13,148 2.14,81 1.59,71 1.82,92 3.71,43 3.28,30 4.31,9 2.53,4 1.48,3 1.41,7 62.60
20220114,,3768 0.38,5299 6.40,1023 4.60,246 1.75,213 2.18,144 2.07,90 1.77,68 1.76,88 3.65,44 3.24,30 4.26,10 2.80,4 1.44,1 0.47,8 63.14
20220107,13.550,3766 0.38,5056 6.07,951 4.25,256 1.82,192 1.97,150 2.16,82 1.61,62 1.60,94 3.87,46 3.51,30 4.33,9 2.49,3 1.06,1 0.50,8 64.31
20211230,13.050,3752 0.38,4688 5.65,923 4.12,230 1.64,188 1.93,142 2.03,79 1.54,60 1.56,99 3.98,39 2.93,29 4.12,7 1.93,4 1.41,0 0.00,11 66.72
20211224,11.699,3735 0.37,4142 5.12,912 4.08,222 1.58,207 2.12,142 2.02,88 1.71,55 1.42,107 4.26,43 3.13,30 4.33,7 1.98,3 1.06,1 0.43,10 66.32
