20220318,68384 2.09,32922 7.84,2685 2.70,826 1.40,432 1.05,432 1.47,215 1.02,126 0.78,284 2.78,209 3.96,128 4.87,59 3.85,41 3.78,29 3.50,122 58.84
20220311,67904 2.08,31956 7.64,2601 2.61,833 1.41,415 1.01,424 1.44,209 0.99,118 0.73,290 2.84,210 3.99,127 4.92,62 4.09,43 4.00,28 3.38,118 58.79
20220304,67505 2.07,31306 7.48,2533 2.54,809 1.37,411 1.00,417 1.41,211 1.00,123 0.76,293 2.87,209 3.98,127 4.88,61 4.00,44 4.07,27 3.28,120 59.21
20220225,67491 2.07,31768 7.60,2560 2.57,819 1.38,427 1.04,418 1.41,218 1.04,121 0.74,296 2.88,211 4.03,127 4.93,65 4.31,40 3.71,28 3.38,118 58.82
20220218,67506 2.08,32195 7.71,2586 2.60,829 1.40,443 1.08,429 1.46,221 1.05,119 0.73,296 2.88,209 4.00,126 4.88,66 4.38,39 3.63,25 3.05,120 59.00
20220211,67411 2.08,32275 7.73,2587 2.60,847 1.43,442 1.07,429 1.45,225 1.07,118 0.72,295 2.89,210 4.00,128 4.94,67 4.44,38 3.54,25 3.05,120 58.91
20220128,67346 2.07,32032 7.68,2599 2.61,835 1.41,441 1.07,427 1.44,227 1.08,116 0.72,298 2.92,212 4.07,128 4.95,62 4.11,39 3.58,28 3.39,119 58.83
20220122,66865 2.06,31336 7.48,2533 2.55,784 1.32,420 1.02,424 1.44,219 1.05,115 0.71,295 2.91,219 4.27,118 4.59,65 4.32,36 3.33,29 3.50,120 59.38
20220114,66933 2.06,31562 7.54,2554 2.57,788 1.33,438 1.06,418 1.42,214 1.02,121 0.75,298 2.94,219 4.24,123 4.73,63 4.20,37 3.40,26 3.13,122 59.53
20220107,66969 2.07,31564 7.55,2558 2.57,804 1.36,430 1.04,411 1.40,209 1.00,116 0.72,293 2.89,214 4.14,126 4.88,65 4.32,37 3.43,28 3.41,120 59.15, -1,000
20211230,67180 2.07,31978 7.65,2588 2.60,818 1.38,429 1.04,409 1.39,213 1.02,117 0.72,298 2.94,201 3.88,128 4.93,66 4.38,36 3.35,26 3.16,123 59.41
20211224,67354 2.08,32119 7.68,2605 2.62,827 1.39,418 1.02,419 1.42,211 1.01,117 0.72,297 2.92,200 3.86,126 4.86,69 4.61,35 3.29,26 3.14,123 59.30
20211217,67459 2.08,32352 7.75,2624 2.63,834 1.41,439 1.07,404 1.37,204 0.97,119 0.73,292 2.88,200 3.85,128 4.99,66 4.33,38 3.53,27 3.23,124 59.10
20211210,67558 2.09,32471 7.79,2664 2.67,830 1.40,434 1.05,414 1.40,199 0.95,122 0.75,288 2.83,201 3.85,126 4.87,68 4.48,36 3.36,26 3.12,123 59.33
20211203,67612 2.09,32596 7.80,2666 2.67,823 1.39,434 1.05,410 1.39,197 0.94,119 0.73,296 2.89,200 3.83,126 4.89,66 4.37,41 3.84,24 2.88,121 59.16
20211126,67663 2.09,32927 7.90,2697 2.70,839 1.41,440 1.07,412 1.39,204 0.98,122 0.75,291 2.85,208 3.99,125 4.83,69 4.54,37 3.48,25 2.96,121 58.99
