20220318,14922 0.47,16018 12.74,1824 5.91,559 2.99,323 2.49,266 2.82,123 1.82,89 1.73,133 3.92,62 3.72,23 2.98,9 1.83,3 0.88,4 1.42,21 54.21
20220311,14774 0.47,15971 12.69,1826 5.92,564 3.01,320 2.47,262 2.77,121 1.78,89 1.73,135 3.99,60 3.63,24 3.10,10 2.00,5 1.55,3 1.07,20 53.74
20220304,14644 0.47,15974 12.71,1845 6.00,546 2.92,318 2.45,264 2.81,122 1.80,86 1.67,132 3.89,59 3.55,25 3.17,12 2.43,4 1.22,3 1.07,20 53.75
20220225,14403 0.47,16293 12.97,1864 6.07,562 3.01,322 2.47,270 2.86,121 1.79,89 1.74,131 3.92,55 3.28,25 3.12,12 2.33,4 1.19,3 1.09,20 53.63
20220218,14425 0.48,16584 13.20,1877 6.11,574 3.08,319 2.45,272 2.90,115 1.70,86 1.68,136 4.03,56 3.31,23 2.85,13 2.57,3 0.93,4 1.48,19 53.15
20220211,14413 0.48,16741 13.29,1876 6.09,580 3.11,321 2.47,268 2.85,120 1.77,86 1.68,138 4.14,57 3.43,22 2.69,13 2.61,3 0.92,3 1.14,19 53.24
20220128,14386 0.48,16807 13.33,1873 6.07,581 3.11,323 2.48,271 2.87,120 1.77,86 1.68,140 4.16,57 3.44,22 2.66,13 2.59,3 0.92,3 1.15,19 53.20
20220122,14333 0.48,16922 13.41,1888 6.12,580 3.11,326 2.50,272 2.89,120 1.78,88 1.71,139 4.17,55 3.33,22 2.65,13 2.59,3 0.92,3 1.15,19 53.13
20220114,14299 0.48,16917 13.41,1882 6.10,586 3.13,320 2.46,277 2.94,120 1.78,84 1.63,136 4.08,56 3.37,23 2.80,13 2.56,3 0.92,3 1.15,19 53.11
20220107,14281 0.48,16932 13.42,1886 6.12,583 3.12,327 2.51,265 2.81,122 1.80,79 1.54,139 4.15,58 3.51,22 2.67,14 2.73,4 1.22,2 0.79,19 53.07
20211230,14288 0.48,16807 13.35,1887 6.10,592 3.16,324 2.49,263 2.79,117 1.73,83 1.61,139 4.16,56 3.38,26 3.04,12 2.38,3 0.92,3 1.15,19 53.18
20211224,14236 0.48,16848 13.40,1892 6.10,595 3.18,333 2.56,255 2.70,120 1.77,86 1.67,140 4.18,56 3.36,25 3.02,11 2.17,3 0.92,2 0.73,20 53.68
20211217,14226 0.48,16960 13.48,1908 6.16,592 3.18,328 2.52,253 2.67,121 1.79,86 1.67,144 4.29,51 3.03,26 3.16,11 2.17,3 0.92,2 0.73,20 53.68
20211210,14234 0.48,17060 13.57,1910 6.17,594 3.19,322 2.47,254 2.69,121 1.79,84 1.64,142 4.23,52 3.01,25 3.03,13 2.51,3 0.92,2 0.73,20 53.50
20211203,14231 0.48,17220 13.68,1928 6.22,595 3.20,322 2.47,260 2.76,122 1.80,78 1.51,144 4.31,54 3.14,24 2.90,12 2.34,3 0.92,2 0.73,20 53.47
20211126,14218 0.47,17282 13.73,1944 6.29,587 3.16,317 2.44,257 2.73,124 1.84,85 1.65,140 4.20,54 3.09,25 2.97,12 2.37,3 0.92,3 1.13,19 52.95
20211119,14160 0.47,17126 13.60,1940 6.27,572 3.07,320 2.46,256 2.73,126 1.86,81 1.57,139 4.16,58 3.37,25 2.97,11 2.17,4 1.17,4 1.54,18 52.50
